Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1742582798.6057332,39.97,22907.767,0.019,5.218,0.0,0.009,1742582798.6057332,50.004,25736.741,31873.452,-6.032,-45.018,1.0,1742582798.746898,88.72,-3.0,1742582798.5430965,10088,1742582798.7611084,4793.373333333334,10.039600000000002,1742582799.5487795,nan,nan,nan,nan,1742582768.35648,nan
1742582799.600786,39.973,22890.414,0.019,5.218,0.0,0.014,1742582799.6097612,50.005,25739.081,31883.29,-6.249,-45.022,1.0,1742582799.7540765,88.82,-2.9,1742582799.5458193,10498,1742582799.76789,4198.853333333333,10.082400000000002,1742582800.5388584,nan,nan,nan,nan,1742582768.35648,nan
1742582800.590149,39.993,22893.956,0.019,5.373,0.001,0.014,1742582800.6001282,50.002,25740.058,31863.356,-5.925,-44.624,1.0,1742582800.729853,88.76,-2.8,1742582800.5368493,10867,1742582800.7583134,4142.373333333333,nan,1742582801.5446486,nan,nan,nan,nan,1742582768.35648,nan
1742582801.6080842,39.993,22893.956,0.006,5.373,0.001,0.014,1742582801.6060567,50.001,25739.734,31869.612,-6.339,-44.965,1.0,1742582801.7539668,89.11,-2.7,1742582801.542613,11247,1742582801.7659369,4856.1866666666665,11.4116,1742582802.539442,nan,nan,nan,nan,1742582768.35648,nan
1742582802.6013355,39.975,22877.768,0.006,5.373,0.001,0.011,1742582802.6013355,50.0,25739.33,31864.584,-5.987,-45.388,1.0,1742582802.7625177,89.06,-2.6,1742582802.5374758,11611,1742582802.7565336,4014.6933333333336,10.619333333333334,1742582803.5408566,nan,nan,nan,nan,1742582768.35648,nan
1742582802.6013355,39.975,22877.768,0.006,5.373,0.001,0.011,1742582802.6013355,50.0,25739.33,31864.584,-5.987,-45.388,1.0,1742582802.7625177,89.06,-2.6,1742582802.5374758,11611,1742582802.7565336,4014.6933333333336,10.619333333333334,1742582803.5408566,nan,nan,nan,nan,1742582768.35648,nan
1742582804.6019986,39.999,22890.352,-0.009,5.136,0.001,0.009,1742582804.6079826,49.999,25738.443,31849.404,-5.742,-45.083,1.0,1742582804.7935307,89.1,-2.6,1742582804.54448,12465,1742582804.7546053,4688.066666666667,9.790399999999998,1742582805.5394583,nan,nan,nan,nan,1742582768.35648,nan
1742582804.6019986,39.999,22890.352,-0.009,5.136,0.001,0.009,1742582804.6079826,49.999,25738.443,31849.404,-5.742,-45.083,1.0,1742582804.7935307,89.1,-2.6,1742582804.54448,12465,1742582804.7546053,4688.066666666667,9.790399999999998,1742582805.5394583,nan,nan,nan,nan,1742582768.35648,nan
1742582806.5953655,40.002,22907.945,-0.009,5.226,0.001,0.013,1742582806.594369,49.997,25734.634,31829.13,-6.112,-44.297,1.0,1742582806.778057,89.07,-2.5,1742582806.5330248,13278,1742582806.7527537,4927.973333333333,10.583466666666668,1742582807.5437093,nan,nan,nan,nan,1742582768.35648,nan
1742582806.5953655,40.002,22907.945,-0.009,5.226,0.001,0.013,1742582806.594369,49.997,25734.634,31829.13,-6.112,-44.297,1.0,1742582806.778057,89.07,-2.5,1742582806.5330248,13278,1742582806.7527537,4927.973333333333,10.583466666666668,1742582807.5437093,nan,nan,nan,nan,1742582768.35648,nan
1742582808.59753,40.0,22905.475,-0.009,5.127,0.0,0.013,1742582808.6035147,50.002,25737.06,31838.154,-6.338,-45.396,1.0,1742582808.7622843,89.22,-2.5,1742582808.5386324,14074,1742582808.751278,4420.4400000000005,10.547466666666667,1742582809.5398257,nan,nan,nan,nan,1742582768.35648,nan
1742582809.6001587,40.049,22942.25,0.021,5.127,0.0,0.007,1742582809.5991623,50.004,25739.159,31833.157,-6.348,-44.893,1.0,1742582809.7859614,89.58,-2.6,1742582809.5378191,14487,1742582809.759001,4999.893333333332,11.373066666666668,1742582810.5377092,nan,nan,nan,nan,1742582768.35648,nan
1742582810.5965524,40.032,22940.803,0.022,5.199,0.001,0.007,1742582810.5975482,50.004,25740.752,31830.118,-6.335,-44.957,1.0,1742582810.7785845,89.4,-2.5,1742582810.5347145,14866,1742582810.751316,3905.9999999999995,10.024533333333332,1742582811.5455115,nan,nan,nan,nan,1742582768.35648,nan
1742582811.6027577,40.029,22956.189,0.022,5.199,0.001,0.008,1742582811.6047237,49.999,25740.584,31820.301,-5.939,-44.592,1.0,1742582811.78641,89.16,-2.6,1742582811.543513,15251,1742582811.7574918,4740.240000000001,8.825733333333337,1742582812.5423253,nan,nan,nan,nan,1742582768.35648,nan
1742582812.6013243,40.008,22947.303,0.022,5.013,0.001,0.008,1742582812.6003425,49.999,25740.63,31790.157,-5.77,-45.344,1.0,1742582812.7787497,89.15,-2.6,1742582812.540575,15627,1742582812.7649546,4548.72,10.0516,1742582813.5457323,nan,nan,nan,nan,1742582768.35648,nan
1742582813.6058078,40.004,22950.627,0.007,5.013,0.001,0.007,1742582813.6038158,49.999,25740.428,31775.66,-5.804,-45.528,1.0,1742582813.7557173,89.42,-2.6,1742582813.5427594,16012,1742582813.7566812,3946.3600000000015,10.302933333333332,1742582814.5461936,nan,nan,nan,nan,1742582768.35648,nan
1742582814.6124198,40.004,22950.627,0.007,5.071,0.001,0.007,1742582814.6076143,49.999,25739.522,31762.875,-5.773,-45.237,1.0,1742582814.749789,89.3,-2.7,1742582814.544281,16396,1742582814.7649705,5127.160000000001,10.7164,1742582815.5472612,nan,nan,nan,nan,1742582768.35648,nan
1742582815.607187,39.974,22933.332,-0.0,5.071,0.001,0.007,1742582815.605193,49.999,25737.736,31753.28,-6.2,-44.753,1.0,1742582815.7709465,89.58,-2.7,1742582815.5462627,16782,1742582815.7703896,4019.1600000000003,10.915600000000003,1742582816.543646,nan,nan,nan,nan,1742582768.35648,nan
1742582815.607187,39.974,22933.332,-0.0,5.071,0.001,0.007,1742582815.605193,49.999,25737.736,31753.28,-6.2,-44.753,1.0,1742582815.7709465,89.58,-2.7,1742582815.5462627,16782,1742582815.7703896,4019.1600000000003,10.915600000000003,1742582816.543646,nan,nan,nan,nan,1742582768.35648,nan
1742582816.6261942,39.979,22918.214,-0.0,4.893,0.001,0.015,1742582816.603487,50.0,25737.889,31750.667,-6.118,-44.682,1.0,1742582816.7618122,89.48,-2.7,1742582816.5416515,17126,1742582816.761225,4483.919999999999,nan,1742582817.5466647,nan,nan,nan,nan,1742582768.35648,nan
1742582817.6015787,39.991,22916.436,-0.006,4.893,0.001,0.015,1742582817.6005852,50.0,25736.635,31730.119,-5.631,-44.536,1.0,1742582817.7708266,89.7,-2.7,1742582817.5437021,17475,1742582817.7689323,4767.826666666669,nan,1742582818.545033,nan,nan,nan,nan,1742582768.35648,nan
1742582819.6030684,39.974,22888.559,-0.006,5.093,0.001,0.01,1742582819.607088,50.004,25737.904,31763.429,-6.582,-44.772,1.0,1742582819.755303,89.86,-2.8,1742582819.5444264,18239,1742582819.7666845,4875.599999999999,9.960000000000003,1742582820.5493715,nan,nan,nan,nan,1742582768.35648,nan
1742582819.6030684,39.974,22888.559,-0.006,5.093,0.001,0.01,1742582819.607088,50.004,25737.904,31763.429,-6.582,-44.772,1.0,1742582819.755303,89.86,-2.8,1742582819.5444264,18239,1742582819.7666845,4875.599999999999,9.960000000000003,1742582820.5493715,nan,nan,nan,nan,1742582768.35648,nan
1742582821.6116667,39.988,22883.088,-0.008,5.093,0.001,0.008,1742582821.6116667,49.997,25733.769,31679.879,-5.722,-44.092,1.0,1742582821.788904,89.82,-2.9,1742582821.5505242,19068,1742582821.7651718,4177.799999999999,10.720400000000003,1742582822.5406222,nan,nan,nan,nan,1742582768.35648,nan
1742582822.6176815,39.986,22867.758,-0.001,5.005,0.001,0.01,1742582822.5991592,49.997,25732.656,31504.76,-6.062,-44.647,1.0,1742582822.76255,89.84,-2.9,1742582822.5386517,19473,1742582822.7560358,5084.066666666666,10.410266666666665,1742582823.541953,nan,nan,nan,nan,1742582768.35648,nan
1742582823.5993779,39.986,22867.758,-0.001,5.005,0.001,0.01,1742582823.600363,50.001,25734.981,31437.069,-6.011,-45.256,1.0,1742582823.771494,89.95,-3.0,1742582823.5399554,19892,1742582823.7631736,3956.6933333333322,9.667200000000001,1742582824.539424,nan,nan,nan,nan,1742582768.35648,nan
1742582823.5993779,39.986,22867.758,-0.001,5.005,0.001,0.01,1742582823.600363,50.001,25734.981,31437.069,-6.011,-45.256,1.0,1742582823.771494,89.95,-3.0,1742582823.5399554,19892,1742582823.7631736,3956.6933333333322,9.667200000000001,1742582824.539424,nan,nan,nan,nan,1742582768.35648,nan
1742582825.604978,40.014,22873.557,-0.01,4.977,0.001,0.009,1742582825.6029835,50.002,25737.696,31377.17,-6.231,-44.901,1.0,1742582825.788143,89.83,-3.0,1742582825.5421464,20657,1742582825.7617788,4725.28,9.790799999999999,1742582826.5503275,nan,nan,nan,nan,1742582768.35648,nan
1742582826.6114864,39.999,22869.576,-0.01,4.951,0.0,0.009,1742582826.605251,50.003,25739.578,31377.488,-6.482,-44.501,1.0,1742582826.7798376,90.08,-3.1,1742582826.5484297,21101,1742582826.7683764,3970.933333333332,10.777199999999999,1742582827.5459485,nan,nan,nan,nan,1742582768.35648,nan
1742582827.6043456,40.043,22909.76,-0.01,4.951,0.0,0.008,1742582827.6090286,50.001,25739.039,31345.243,-6.297,-45.304,1.0,1742582827.802566,90.22,-3.1,1742582827.543962,21520,1742582827.7599726,4900.119999999999,10.1256,1742582828.548428,nan,nan,nan,nan,1742582768.35648,nan
1742582827.6043456,40.043,22909.76,-0.01,4.951,0.0,0.008,1742582827.6090286,50.001,25739.039,31345.243,-6.297,-45.304,1.0,1742582827.802566,90.22,-3.1,1742582827.543962,21520,1742582827.7599726,4900.119999999999,10.1256,1742582828.548428,nan,nan,nan,nan,1742582768.35648,nan
1742582828.6250837,40.025,22912.398,-0.02,5.009,0.0,0.008,1742582828.6074817,49.997,25735.729,31317.904,-6.15,-44.517,1.0,1742582828.7960937,90.32,-3.1,1742582828.5460558,21988,1742582828.7669673,4148.946666666666,nan,1742582829.5431573,nan,nan,nan,nan,1742582768.35648,nan
1742582830.605477,40.016,22926.938,-0.02,5.009,0.0,0.006,1742582830.6118824,49.998,25733.211,31296.016,-6.567,-44.932,1.0,1742582830.7627153,90.26,-3.2,1742582830.54269,22893,1742582830.7637181,4920.799999999999,8.818800000000001,1742582831.5471632,nan,nan,nan,nan,1742582768.35648,nan
1742582831.676787,40.034,22952.796,-0.02,4.971,0.001,0.006,1742582831.604032,49.996,25731.662,31304.057,-6.363,-45.636,1.0,1742582831.7889404,90.44,-3.2,1742582831.5451658,23339,1742582831.7726178,3905.4133333333325,nan,1742582832.5466926,nan,nan,nan,nan,1742582768.35648,nan
1742582832.6061513,39.999,22942.938,-0.004,4.971,0.001,0.01,1742582832.6077127,49.996,25731.662,31304.057,-6.363,-45.636,1.0,1742582832.77836,90.45,-3.3,1742582832.544698,23816,1742582832.76161,4611.1066666666675,10.455600000000002,1742582833.5473845,nan,nan,nan,nan,1742582768.35648,nan
1742582832.6061513,39.999,22942.938,-0.004,4.971,0.001,0.01,1742582832.6077127,49.996,25731.662,31304.057,-6.363,-45.636,1.0,1742582832.77836,90.45,-3.3,1742582832.544698,23816,1742582832.76161,4611.1066666666675,10.455600000000002,1742582833.5473845,nan,nan,nan,nan,1742582768.35648,nan
1742582833.6094427,40.0,22942.309,0.002,4.94,0.001,0.01,1742582833.6043499,50.0,25733.026,31315.927,-6.565,-44.681,1.0,1742582833.7871668,90.44,-3.3,1742582833.5450015,24289,1742582833.769051,4549.2,nan,1742582834.5514328,nan,nan,nan,nan,1742582768.35648,nan
1742582835.6090674,39.987,22932.824,0.002,4.94,0.001,0.006,1742582835.614065,50.003,25736.273,31353.683,-6.455,-44.583,1.0,1742582835.7736502,90.77,-3.4,1742582835.5510907,25333,1742582835.768555,5140.04,11.182799999999997,1742582836.5679939,nan,nan,nan,nan,1742582768.35648,nan
1742582835.6090674,39.987,22932.824,0.002,4.94,0.001,0.006,1742582835.614065,50.003,25736.273,31353.683,-6.455,-44.583,1.0,1742582835.7736502,90.77,-3.4,1742582835.5510907,25333,1742582835.768555,5140.04,11.182799999999997,1742582836.5679939,nan,nan,nan,nan,1742582768.35648,nan
1742582836.6296263,40.011,22947.441,0.057,4.969,0.001,0.006,1742582836.623961,50.0,25735.787,31397.616,-6.635,-44.941,1.0,1742582836.7795904,90.71,-3.4,1742582836.5650299,25891,1742582836.7905462,4373.573333333335,nan,1742582837.5667422,nan,nan,nan,nan,1742582768.35648,nan
1742582838.626658,40.005,22953.066,0.031,4.857,0.001,0.009,1742582838.629855,49.997,25736.208,31488.791,-5.953,-44.469,1.0,1742582838.7955565,90.72,-3.5,1742582838.5643964,27063,1742582838.7893696,4914.853333333333,10.602666666666666,1742582839.5533717,nan,nan,nan,nan,1742582768.35648,nan
1742582839.6068234,40.021,22964.141,0.031,4.857,0.001,0.007,1742582839.6127865,49.997,25735.946,31590.592,-6.38,-45.151,1.0,1742582839.7881603,90.8,-3.5,1742582839.552375,27680,1742582839.7640119,4567.84,9.5756,1742582840.5530417,nan,nan,nan,nan,1742582768.35648,nan
1742582840.6088905,39.988,22940.614,0.031,4.818,0.001,0.007,1742582840.612879,49.996,25735.478,31608.62,-6.15,-45.234,1.0,1742582840.7795684,90.8,-3.6,1742582840.5510454,28308,1742582840.7707896,5192.626666666667,10.4436,1742582841.5571053,nan,nan,nan,nan,1742582768.35648,nan
1742582841.6185362,39.97,22918.244,0.006,4.818,0.001,0.008,1742582841.6195335,50.001,25738.491,31613.884,-6.119,-44.457,1.0,1742582841.7719464,90.96,-3.6,1742582841.5551424,28932,1742582841.7792113,4623.920000000001,10.556799999999999,1742582842.5577157,nan,nan,nan,nan,1742582768.35648,nan
1742582841.6185362,39.97,22918.244,0.006,4.818,0.001,0.008,1742582841.6195335,50.001,25738.491,31613.884,-6.119,-44.457,1.0,1742582841.7719464,90.96,-3.6,1742582841.5551424,28932,1742582841.7792113,4623.920000000001,10.556799999999999,1742582842.5577157,nan,nan,nan,nan,1742582768.35648,nan
1742582843.6263845,39.985,22901.498,0.001,4.778,0.001,0.006,1742582843.6163788,49.999,25736.153,31688.126,-6.104,-44.7,1.0,1742582843.7874327,90.94,-3.7,1742582843.5585158,30152,1742582843.7771318,5008.360000000001,nan,1742582844.5606143,nan,nan,nan,nan,1742582768.35648,nan
1742582843.6263845,39.985,22901.498,0.001,4.778,0.001,0.006,1742582843.6163788,49.999,25736.153,31688.126,-6.104,-44.7,1.0,1742582843.7874327,90.94,-3.7,1742582843.5585158,30152,1742582843.7771318,5008.360000000001,nan,1742582844.5606143,nan,nan,nan,nan,1742582768.35648,nan
1742582844.6816256,39.985,22901.498,0.001,4.778,0.001,0.006,1742582844.620227,49.998,25735.042,31712.606,-6.16,-44.837,1.0,1742582844.7639277,91.18,-3.7,1742582844.5586483,30770,1742582844.7838485,4488.799999999999,nan,1742582845.559822,nan,nan,nan,nan,1742582768.35648,nan
1742582845.611226,39.985,22901.498,0.001,4.712,0.0,0.006,1742582845.6162207,49.998,25735.042,31712.606,-6.16,-44.837,1.0,1742582845.7719035,91.02,-3.7,1742582845.5578003,31373,1742582845.7755141,5059.960000000001,nan,1742582846.5581903,nan,nan,nan,nan,1742582768.35648,nan
1742582847.6212342,40.007,22875.497,-0.014,4.732,0.001,0.006,1742582847.6222305,50.003,25736.265,31812.857,-6.031,-44.738,1.0,1742582847.7720108,91.25,-3.8,1742582847.5571187,32673,1742582847.773314,4452.106666666666,12.1832,1742582848.5618262,nan,nan,nan,nan,1742582768.35648,nan
1742582848.6443093,39.991,22857.914,-0.001,4.732,0.001,0.01,1742582848.6182764,50.001,25735.829,31840.165,-6.117,-44.984,1.0,1742582848.7952354,91.18,-3.8,1742582848.5597067,33339,1742582848.7802765,5145.399999999999,11.327733333333331,1742582849.5663512,nan,nan,nan,nan,1742582768.35648,nan
1742582848.6443093,39.991,22857.914,-0.001,4.732,0.001,0.01,1742582848.6182764,50.001,25735.829,31840.165,-6.117,-44.984,1.0,1742582848.7952354,91.18,-3.8,1742582848.5597067,33339,1742582848.7802765,5145.399999999999,11.327733333333331,1742582849.5663512,nan,nan,nan,nan,1742582768.35648,nan
1742582849.6506321,40.029,22880.676,-0.001,4.716,0.001,0.01,1742582849.622384,50.002,25736.859,31844.215,-6.182,-44.416,1.0,1742582849.7878199,91.13,-3.9,1742582849.5633576,33951,1742582849.7890913,4878.453333333335,nan,1742582850.5662205,nan,nan,nan,nan,1742582768.35648,nan
1742582850.6275764,40.0,22888.795,-0.019,4.716,0.001,0.008,1742582850.6285741,50.001,25737.65,31851.947,-5.976,-44.68,1.0,1742582850.7629993,91.32,-3.9,1742582850.564212,34594,1742582850.7800128,4268.906666666666,nan,1742582851.564301,nan,nan,nan,nan,1742582768.35648,nan
1742582851.6207228,40.0,22888.795,-0.019,4.716,0.001,0.008,1742582851.6207228,50.004,25741.503,31852.677,-5.719,-44.392,1.0,1742582851.7554426,91.22,-3.9,1742582851.5618865,35170,1742582851.7854095,5049.2,nan,1742582852.561606,nan,nan,nan,nan,1742582768.35648,nan
1742582853.660654,40.011,22919.225,-0.014,4.653,0.0,0.008,1742582853.6282654,50.002,25741.147,31872.249,-6.156,-44.863,1.0,1742582853.7714481,91.36,-3.7,1742582853.5659153,36352,1742582853.7836843,4823.586666666666,12.166000000000004,1742582854.552852,nan,nan,nan,nan,1742582768.35648,nan
1742582853.660654,40.011,22919.225,-0.014,4.653,0.0,0.008,1742582853.6282654,50.002,25741.147,31872.249,-6.156,-44.863,1.0,1742582853.7714481,91.36,-3.7,1742582853.5659153,36352,1742582853.7836843,4823.586666666666,12.166000000000004,1742582854.552852,nan,nan,nan,nan,1742582768.35648,nan
1742582855.6158226,39.981,22895.021,-0.015,4.628,0.001,0.009,1742582855.6148255,49.999,25738.223,31878.002,-6.01,-45.097,1.0,1742582855.78711,91.57,-3.5,1742582855.558264,37533,1742582855.7821286,3001.4533333333334,11.721733333333336,1742582856.5663216,nan,nan,nan,nan,1742582768.35648,nan
1742582856.6485417,39.984,22892.983,-0.015,4.563,0.001,0.009,1742582856.6215131,49.998,25737.471,31871.113,-6.405,-44.803,1.0,1742582856.7958207,91.65,-3.3,1742582856.564302,38070,1742582856.7892618,4977.746666666668,10.084266666666668,1742582857.5570364,nan,nan,nan,nan,1742582768.35648,nan
1742582856.6485417,39.984,22892.983,-0.015,4.563,0.001,0.009,1742582856.6215131,49.998,25737.471,31871.113,-6.405,-44.803,1.0,1742582856.7958207,91.65,-3.3,1742582856.564302,38070,1742582856.7892618,4977.746666666668,10.084266666666668,1742582857.5570364,nan,nan,nan,nan,1742582768.35648,nan
1742582857.6228962,39.982,22874.196,0.007,4.563,0.001,0.006,1742582857.6127503,49.997,25735.132,31846.668,-6.08,-45.647,1.0,1742582857.7722828,91.55,-3.2,1742582857.5550597,38429,1742582857.7813396,3981.4933333333324,nan,1742582858.5611072,nan,nan,nan,nan,1742582768.35648,nan
1742582858.6164615,39.982,22874.196,0.007,4.563,0.001,0.006,1742582858.6144671,49.997,25735.132,31846.668,-6.08,-45.647,1.0,1742582858.7638383,91.83,-3.1,1742582858.558446,39017,1742582858.7715788,nan,nan,1742582859.5668757,nan,nan,nan,nan,1742582768.35648,nan
1742582859.6244066,39.982,22872.215,-0.013,4.678,0.0,0.006,1742582859.6199431,49.998,25734.82,31811.552,-6.23,-44.309,1.0,1742582859.7717535,92.03,-3.0,1742582859.5639124,39721,1742582859.7779949,4714.186666666666,nan,1742582860.5658083,nan,nan,nan,nan,1742582768.35648,nan
1742582860.6425006,40.021,22894.748,-0.013,4.678,0.0,0.008,1742582860.6244986,49.996,25733.71,31804.244,-5.725,-45.065,1.0,1742582860.7642934,91.79,-2.9,1742582860.5628064,40437,1742582860.785551,4067.7599999999998,nan,1742582861.5685987,nan,nan,nan,nan,1742582768.35648,nan
1742582861.6195219,40.011,22892.27,-0.013,4.56,0.001,0.008,1742582861.6303768,50.002,25737.334,31819.35,-6.163,-44.749,1.0,1742582861.7551498,91.66,-2.9,1742582861.5650225,41150,1742582861.792476,4993.76,nan,1742582862.565624,nan,nan,nan,nan,1742582768.35648,nan
1742582863.6187136,40.013,22907.424,0.044,4.677,0.001,0.009,1742582863.6265109,50.001,25738.314,31851.339,-5.563,-44.924,1.0,1742582863.7552896,91.76,-2.7,1742582863.5623345,42531,1742582863.7748084,4474.826666666666,8.081866666666667,1742582864.5657995,nan,nan,nan,nan,1742582768.35648,nan
1742582864.6232889,39.993,22903.465,0.028,4.677,0.0,0.011,1742582864.622291,50.001,25738.662,31902.34,-6.31,-45.631,1.0,1742582864.782799,91.82,-2.7,1742582864.5638325,43266,1742582864.783765,4988.866666666668,7.135733333333333,1742582865.566567,nan,nan,nan,nan,1742582768.35648,nan
1742582864.6232889,39.993,22903.465,0.028,4.677,0.0,0.011,1742582864.622291,50.001,25738.662,31902.34,-6.31,-45.631,1.0,1742582864.782799,91.82,-2.7,1742582864.5638325,43266,1742582864.783765,4988.866666666668,7.135733333333333,1742582865.566567,nan,nan,nan,nan,1742582768.35648,nan
