Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Abakus Particle Counter: Bins,Abakus Particle Counter: Counts/Bin,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1743784803.2999678,nan,nan,nan,nan,nan,nan,1743784803.2999678,nan,nan,nan,nan,nan,nan,1743784803.2999678,nan,nan,1743784803.2999678,nan,nan,nan,1743784803.2999678,nan,nan,1743784839.6037214,nan,nan,nan,nan,1743784803.2999678,nan
1743784839.7093163,40.033,21362.068,0.081,40.402,0.355,0.02,1743784839.7545357,50.002,25808.114,35605.384,-29.186,-293.165,5.0,1743784839.6790338,nan,-3.1,1743784839.5880682,2273205,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378258, 296979, 126430, 83243, 61989, 46125, 66794, 45414, 33032, 24657, 18873, 14974, 11640, 10441, 7599, 6544, 7782, 6197, 4586, 3750, 2795, 2929, 2293, 1699, 1621, 1184, 850, 797, 601, 839, 653, 1637]",1743784839.8209283,2895.813333333333,24.82653333333333,1743784840.5854225,nan,nan,nan,nan,1743784803.2999678,nan
1743784839.7093163,40.033,21362.068,0.081,40.402,0.355,0.02,1743784839.7545357,50.002,25808.114,35605.384,-29.186,-293.165,5.0,1743784839.6790338,nan,-3.1,1743784839.5880682,2273205,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378258, 296979, 126430, 83243, 61989, 46125, 66794, 45414, 33032, 24657, 18873, 14974, 11640, 10441, 7599, 6544, 7782, 6197, 4586, 3750, 2795, 2929, 2293, 1699, 1621, 1184, 850, 797, 601, 839, 653, 1637]",1743784839.8209283,2895.813333333333,24.82653333333333,1743784840.5854225,nan,nan,nan,nan,1743784803.2999678,nan
1743784841.6486602,40.077,21426.549,0.087,28.599,0.356,0.014,1743784841.6486602,50.001,25808.568,35616.503,-29.431,-292.908,5.0,1743784841.664285,nan,-3.0,1743784841.5948732,2273271,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378302, 296989, 126431, 83245, 61990, 46127, 66794, 45415, 33035, 24658, 18873, 14975, 11640, 10441, 7599, 6544, 7782, 6197, 4586, 3750, 2795, 2929, 2293, 1699, 1621, 1184, 850, 797, 601, 839, 653, 1637]",1743784841.8149066,2953.840000000001,11.01933333333333,1743784842.615687,nan,nan,nan,nan,1743784803.2999678,nan
1743784841.6486602,40.077,21426.549,0.087,28.599,0.356,0.014,1743784841.6486602,50.001,25808.568,35616.503,-29.431,-292.908,5.0,1743784841.664285,nan,-3.0,1743784841.5948732,2273271,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378302, 296989, 126431, 83245, 61990, 46127, 66794, 45415, 33035, 24658, 18873, 14975, 11640, 10441, 7599, 6544, 7782, 6197, 4586, 3750, 2795, 2929, 2293, 1699, 1621, 1184, 850, 797, 601, 839, 653, 1637]",1743784841.8149066,2953.840000000001,11.01933333333333,1743784842.615687,nan,nan,nan,nan,1743784803.2999678,nan
1743784843.6543188,40.011,21433.241,0.087,28.384,0.355,0.015,1743784843.6774905,50.001,25809.143,35617.729,-28.874,-293.333,5.0,1743784843.6774905,nan,-2.8,1743784843.6050475,2273349,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378350, 297000, 126436, 83247, 61990, 46130, 66794, 45416, 33037, 24658, 18875, 14976, 11640, 10443, 7599, 6544, 7782, 6198, 4586, 3750, 2795, 2929, 2293, 1699, 1621, 1184, 850, 797, 601, 839, 653, 1637]",1743784843.828766,2571.640000000001,24.228666666666662,1743784844.6216917,nan,nan,nan,nan,1743784803.2999678,nan
1743784844.6820807,40.022,21458.555,0.061,28.384,0.355,0.015,1743784844.6820807,49.998,25807.641,35611.644,-29.235,-292.968,5.0,1743784844.691086,nan,-2.7,1743784844.6216917,2273382,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378370, 297004, 126436, 83249, 61991, 46132, 66796, 45416, 33038, 24658, 18875, 14976, 11640, 10443, 7599, 6544, 7782, 6198, 4586, 3750, 2795, 2929, 2293, 1699, 1621, 1184, 850, 797, 601, 839, 654, 1637]",1743784844.8332903,2753.066666666667,13.4768,1743784845.6275394,nan,nan,nan,nan,1743784803.2999678,nan
1743784845.693355,40.022,21458.555,0.061,28.384,0.355,0.015,1743784845.6878483,50.0,25808.529,35608.268,-29.041,-295.02,5.0,1743784845.693355,nan,-2.7,1743784845.6275394,2273428,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378401, 297012, 126437, 83250, 61991, 46132, 66797, 45417, 33040, 24658, 18875, 14976, 11640, 10443, 7599, 6544, 7782, 6198, 4586, 3750, 2795, 2929, 2294, 1699, 1621, 1184, 850, 797, 601, 839, 654, 1637]",1743784845.839142,3019.56,20.884800000000002,1743784846.6334705,nan,nan,nan,nan,1743784803.2999678,nan
1743784845.693355,40.022,21458.555,0.061,28.384,0.355,0.015,1743784845.6878483,50.0,25808.529,35608.268,-29.041,-295.02,5.0,1743784845.693355,nan,-2.7,1743784845.6275394,2273428,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378401, 297012, 126437, 83250, 61991, 46132, 66797, 45417, 33040, 24658, 18875, 14976, 11640, 10443, 7599, 6544, 7782, 6198, 4586, 3750, 2795, 2929, 2294, 1699, 1621, 1184, 850, 797, 601, 839, 654, 1637]",1743784845.839142,3019.56,20.884800000000002,1743784846.6334705,nan,nan,nan,nan,1743784803.2999678,nan
1743784846.6793647,40.011,21456.195,0.063,41.394,0.355,0.018,1743784846.6944094,49.996,25805.576,35597.896,-29.686,-296.269,5.0,1743784846.7100616,nan,-2.6,1743784846.6334705,2273463,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[1378429, 297016, 126437, 83251, 61991, 46132, 66797, 45417, 33041, 24658, 18876, 14976, 11640, 10443, 7599, 6544, 7782, 6198, 4586, 3750, 2795, 2929, 2294, 1699, 1621, 1184, 850, 797, 601, 839, 654, 1637]",1743784846.845295,3165.733333333333,nan,1743784847.6693711,nan,nan,nan,nan,1743784803.2999678,nan
