Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Laser Distance Sensor: Melt Rate (cm/s),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Abakus Particle Counter: Bins,Abakus Particle Counter: Counts/Bin,Abakus Particle Counter: Incremental Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1749519324.6948845,nan,nan,nan,nan,nan,nan,1749519324.6948845,nan,nan,nan,nan,nan,nan,1749519324.253119,nan,-2.9,nan,1749519324.1788464,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519324.401064,7.999999999999998,-0.01626666666666667,1749519325.1614323,nan,nan,nan,nan,1749519262.9586105,nan
1749519326.6662652,nan,nan,nan,nan,nan,nan,1749519326.6662652,nan,nan,nan,nan,nan,nan,1749519326.2371407,nan,-3.1,nan,1749519326.153007,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519326.367973,8.639999999999997,-0.018,1749519327.1669934,nan,nan,nan,nan,1749519262.9586105,nan
1749519327.6675677,nan,nan,nan,nan,nan,nan,1749519327.6675677,nan,nan,nan,nan,nan,nan,1749519327.2452438,nan,-3.1,nan,1749519327.1649957,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519327.3904688,8.666666666666668,-0.01613333333333334,1749519328.175809,nan,nan,nan,nan,1749519262.9586105,nan
1749519328.6774933,nan,nan,nan,nan,nan,nan,1749519328.6774933,nan,nan,nan,nan,nan,nan,1749519328.252749,nan,-3.1,nan,1749519328.1729057,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519328.3975837,8.866666666666669,-0.01706666666666667,1749519329.174245,nan,nan,nan,nan,1749519262.9586105,nan
1749519328.6774933,nan,nan,nan,nan,nan,nan,1749519328.6774933,nan,nan,nan,nan,nan,nan,1749519328.252749,nan,-3.1,nan,1749519328.1729057,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519328.3975837,8.866666666666669,-0.01706666666666667,1749519329.174245,nan,nan,nan,nan,1749519262.9586105,nan
1749519329.6755404,nan,nan,nan,nan,nan,nan,1749519329.6755404,nan,nan,nan,nan,nan,nan,1749519329.249657,nan,-3.1,nan,1749519329.1712348,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519329.3897228,8.466666666666669,-0.016000000000000007,1749519330.160842,nan,nan,nan,nan,1749519262.9586105,nan
1749519330.6751955,nan,nan,nan,nan,nan,nan,1749519330.6751955,nan,nan,nan,nan,nan,nan,1749519330.2379174,nan,-3.1,nan,1749519330.15747,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519330.3820674,8.493333333333332,-0.01773333333333333,1749519331.1571054,nan,nan,nan,nan,1749519262.9586105,nan
1749519331.6714263,nan,nan,nan,nan,nan,nan,1749519331.6714263,nan,nan,nan,nan,nan,nan,1749519331.2289503,nan,-3.0,nan,1749519331.1542127,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519331.37129,8.466666666666667,-0.016000000000000007,1749519332.1840281,nan,nan,nan,nan,1749519262.9586105,nan
1749519332.6971114,nan,nan,nan,nan,nan,nan,1749519332.6971114,nan,nan,nan,nan,nan,nan,1749519332.2546039,nan,-3.0,nan,1749519332.182004,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519332.3950589,9.333333333333332,-0.017066666666666664,1749519333.1715038,nan,nan,nan,nan,1749519262.9586105,nan
1749519333.6798933,nan,nan,nan,nan,nan,nan,1749519333.6798933,nan,nan,nan,nan,nan,nan,1749519333.2502775,nan,-2.9,nan,1749519333.1695378,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519333.384995,8.92,-0.015866666666666675,1749519334.1710467,nan,nan,nan,nan,1749519262.9586105,nan
1749519334.6775947,nan,nan,nan,nan,nan,nan,1749519334.6775947,nan,nan,nan,nan,nan,nan,1749519334.253334,nan,-2.8,nan,1749519334.1690516,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519334.3921223,8.613333333333335,-0.016799999999999995,1749519335.1732593,nan,nan,nan,nan,1749519262.9586105,nan
1749519335.6746483,nan,nan,nan,nan,nan,nan,1749519335.6746483,nan,nan,nan,nan,nan,nan,1749519335.2471871,nan,-2.7,nan,1749519335.1702664,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519335.3849044,9.293333333333333,-0.017066666666666664,1749519336.1760702,nan,nan,nan,nan,1749519262.9586105,nan
1749519336.6887662,nan,nan,nan,nan,nan,nan,1749519336.6887662,nan,nan,nan,nan,nan,nan,1749519336.252633,nan,-2.6,nan,1749519336.1730814,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519336.3909369,8.786666666666665,-0.017066666666666664,1749519337.1697888,nan,nan,nan,nan,1749519262.9586105,nan
1749519337.6709614,nan,nan,nan,nan,nan,nan,1749519337.6709614,nan,nan,nan,nan,nan,nan,1749519337.2446303,nan,-2.5,nan,1749519337.1675391,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519337.3825972,9.186666666666667,-0.017866666666666663,1749519338.169941,nan,nan,nan,nan,1749519262.9586105,nan
1749519338.6809108,nan,nan,nan,nan,nan,nan,1749519338.6809108,nan,nan,nan,nan,nan,nan,1749519338.2437296,nan,-2.5,nan,1749519338.1669452,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519338.389963,8.933333333333334,-0.016800000000000006,1749519339.1728628,nan,nan,nan,nan,1749519262.9586105,nan
1749519339.6816874,nan,nan,nan,nan,nan,nan,1749519339.6816874,nan,nan,nan,nan,nan,nan,1749519339.2474647,nan,-2.5,nan,1749519339.1708674,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519339.3953717,8.760000000000002,-0.016000000000000007,1749519340.1755357,nan,nan,nan,nan,1749519262.9586105,nan
1749519340.6779904,nan,nan,nan,nan,nan,nan,1749519340.6779904,nan,nan,nan,nan,nan,nan,1749519340.252452,nan,-2.5,nan,1749519340.1735694,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519340.3882816,8.76,-0.016800000000000006,1749519341.1748328,nan,nan,nan,nan,1749519262.9586105,nan
1749519341.6887333,nan,nan,nan,nan,nan,nan,1749519341.6887333,nan,nan,nan,nan,nan,nan,1749519341.245717,nan,-2.5,nan,1749519341.1728354,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519341.3949597,9.613333333333333,-0.016000000000000007,1749519342.1713142,nan,nan,nan,nan,1749519262.9586105,nan
1749519342.682856,nan,nan,nan,nan,nan,nan,1749519342.682856,nan,nan,nan,nan,nan,nan,1749519342.2522933,nan,-2.5,nan,1749519342.1691554,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519342.3856637,9.493333333333334,-0.01693333333333333,1749519343.198226,nan,nan,nan,nan,1749519262.9586105,nan
1749519343.7116818,nan,nan,nan,nan,nan,nan,1749519343.7116818,nan,nan,nan,nan,nan,nan,1749519343.2769537,nan,-2.6,nan,1749519343.186269,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519343.4094863,8.573333333333332,-0.015600000000000001,1749519344.171785,nan,nan,nan,nan,1749519262.9586105,nan
1749519345.6773114,nan,nan,nan,nan,nan,nan,1749519345.6773114,nan,nan,nan,nan,nan,nan,1749519345.2469633,nan,-2.7,nan,1749519345.167995,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519345.3916395,8.946666666666665,-0.016799999999999995,1749519346.1727815,nan,nan,nan,nan,1749519262.9586105,nan
1749519345.6773114,nan,nan,nan,nan,nan,nan,1749519345.6773114,nan,nan,nan,nan,nan,nan,1749519345.2469633,nan,-2.7,nan,1749519345.167995,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519345.3916395,8.946666666666665,-0.016799999999999995,1749519346.1727815,nan,nan,nan,nan,1749519262.9586105,nan
1749519346.674866,nan,nan,nan,nan,nan,nan,1749519346.674866,nan,nan,nan,nan,nan,nan,1749519346.2571023,nan,-2.7,nan,1749519346.1712754,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519346.3987126,8.786666666666665,-0.01626666666666667,1749519347.1728323,nan,nan,nan,nan,1749519262.9586105,nan
1749519347.6759212,nan,nan,nan,nan,nan,nan,1749519347.6759212,nan,nan,nan,nan,nan,nan,1749519347.250488,nan,-2.8,nan,1749519347.169841,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519347.3894086,8.666666666666666,-0.016799999999999995,1749519348.1800556,nan,nan,nan,nan,1749519262.9586105,nan
1749519348.6893709,nan,nan,nan,nan,nan,nan,1749519348.6893709,nan,nan,nan,nan,nan,nan,1749519348.2533345,nan,-2.9,nan,1749519348.1767018,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519348.3969333,9.146666666666668,-0.016000000000000007,1749519349.173284,nan,nan,nan,nan,1749519262.9586105,nan
1749519349.6874778,nan,nan,nan,nan,nan,nan,1749519349.6874778,nan,nan,nan,nan,nan,nan,1749519349.2462173,nan,-3.0,nan,1749519349.1718123,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749519349.3877785,8.453333333333331,-0.01573333333333334,1749519350.1782897,nan,nan,nan,nan,1749519262.9586105,nan
