Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Abakus Particle Counter: Bins,Abakus Particle Counter: Counts/Bin,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1746378824.1861713,nan,nan,nan,nan,nan,nan,1746378824.18618,nan,nan,nan,nan,nan,nan,1746378824.186159,nan,nan,1746378824.18582,nan,nan,nan,1746378824.186028,nan,nan,1746378824.186275,nan,nan,nan,nan,1746378819.5227332,nan
1746378825.2026155,nan,nan,nan,nan,nan,nan,1746378825.202643,nan,nan,nan,nan,nan,nan,1746378825.2025805,nan,nan,1746378825.2023003,nan,nan,nan,1746378825.2024298,nan,nan,1746378825.202741,nan,nan,nan,nan,1746378819.5227332,nan
1746378826.188087,nan,nan,nan,nan,nan,nan,1746378826.1880977,nan,nan,nan,nan,nan,nan,1746378826.1880696,nan,nan,1746378826.1877134,nan,nan,nan,1746378826.1879187,nan,nan,1746378826.1881742,nan,nan,nan,nan,1746378819.5227332,nan
1746378827.1832185,nan,nan,nan,nan,nan,nan,1746378827.183232,nan,nan,nan,nan,nan,nan,1746378827.183199,nan,nan,1746378827.1829588,nan,nan,nan,1746378827.183109,nan,nan,1746378827.1832945,nan,nan,nan,nan,1746378819.5227332,nan
1746378828.2172704,nan,nan,nan,nan,nan,nan,1746378828.2172813,nan,nan,nan,nan,nan,nan,1746378828.2172477,nan,nan,1746378828.1830614,nan,nan,nan,1746378828.193944,nan,nan,1746378828.217406,nan,nan,nan,nan,1746378819.5227332,nan
1746378829.1842651,nan,nan,nan,nan,nan,nan,1746378829.1842766,nan,nan,nan,nan,nan,nan,1746378829.184246,nan,nan,1746378829.1771653,nan,nan,nan,1746378829.1774387,nan,nan,1746378829.1843917,nan,nan,nan,nan,1746378819.5227332,nan
1746378830.2006037,nan,nan,nan,nan,nan,nan,1746378830.2006469,nan,nan,nan,nan,nan,nan,1746378830.200516,nan,nan,1746378830.1881776,nan,nan,nan,1746378830.1991305,nan,nan,1746378830.215944,nan,nan,nan,nan,1746378819.5227332,nan
1746382450.184507,nan,nan,nan,nan,nan,nan,1746382450.184516,nan,nan,nan,nan,nan,nan,1746382450.1844957,nan,nan,1746382450.1841307,nan,nan,nan,1746382450.18428,nan,nan,1746382450.1846278,nan,nan,nan,nan,1746382442.6094944,nan
1746403555.0513158,nan,nan,nan,nan,nan,nan,1746403555.0513246,nan,nan,nan,nan,nan,nan,1746403555.0513027,nan,nan,1746403555.0509076,nan,nan,nan,1746403555.0510325,nan,nan,1746403555.0514162,nan,nan,nan,nan,1746403550.441848,nan
1746403556.0748389,nan,nan,nan,nan,nan,nan,1746403556.0748594,nan,nan,nan,nan,nan,nan,1746403556.074805,nan,nan,1746403556.0390081,nan,nan,nan,1746403556.0497959,nan,nan,1746403556.0750551,nan,nan,nan,nan,1746403550.441848,nan
1746403557.0679278,nan,nan,nan,nan,nan,nan,1746403557.0679414,nan,nan,nan,nan,nan,nan,1746403557.0678926,nan,nan,1746403557.03817,nan,nan,nan,1746403557.049146,nan,nan,1746403557.0680523,nan,nan,nan,nan,1746403550.441848,nan
1746403558.0708408,nan,nan,nan,nan,nan,nan,1746403558.070852,nan,nan,nan,nan,nan,nan,1746403558.070819,nan,nan,1746403558.0436168,nan,nan,nan,1746403558.0548007,nan,nan,1746403558.0709383,nan,nan,nan,nan,1746403550.441848,nan
1746403559.0364,nan,nan,nan,nan,nan,nan,1746403559.0364099,nan,nan,nan,nan,nan,nan,1746403559.0363877,nan,nan,1746403559.0361698,nan,nan,nan,1746403559.0362942,nan,nan,1746403559.0365655,nan,nan,nan,nan,1746403550.441848,nan
1746403560.03593,nan,nan,nan,nan,nan,nan,1746403560.0359397,nan,nan,nan,nan,nan,nan,1746403560.0359166,nan,nan,1746403560.0356693,nan,nan,nan,1746403560.0357964,nan,nan,1746403560.0360277,nan,nan,nan,nan,1746403550.441848,nan
1746403561.0371416,nan,nan,nan,nan,nan,nan,1746403561.0371532,nan,nan,nan,nan,nan,nan,1746403561.0371215,nan,nan,1746403561.0364103,nan,nan,nan,1746403561.0366035,nan,nan,1746403561.0372927,nan,nan,nan,nan,1746403550.441848,nan
1746403562.0597427,nan,nan,nan,nan,nan,nan,1746403562.0597541,nan,nan,nan,nan,nan,nan,1746403562.0597255,nan,nan,1746403562.0388012,nan,nan,nan,1746403562.0593555,nan,nan,1746403562.0598438,nan,nan,nan,nan,1746403550.441848,nan
1746403563.0549016,nan,nan,nan,nan,nan,nan,1746403563.0549123,nan,nan,nan,nan,nan,nan,1746403563.0548828,nan,nan,1746403563.0489411,nan,nan,nan,1746403563.0547357,nan,nan,1746403563.0549824,nan,nan,nan,nan,1746403550.441848,nan
1746403564.069866,nan,nan,nan,nan,nan,nan,1746403564.0698783,nan,nan,nan,nan,nan,nan,1746403564.069838,nan,nan,1746403564.0389626,nan,nan,nan,1746403564.0548234,nan,nan,1746403564.0700245,nan,nan,nan,nan,1746403550.441848,nan
1746403565.0390623,nan,nan,nan,nan,nan,nan,1746403565.0390735,nan,nan,nan,nan,nan,nan,1746403565.0390432,nan,nan,1746403565.0382802,nan,nan,nan,1746403565.0384028,nan,nan,1746403565.0392427,nan,nan,nan,nan,1746403550.441848,nan
1746403566.0379279,nan,nan,nan,nan,nan,nan,1746403566.0379398,nan,nan,nan,nan,nan,nan,1746403566.0379083,nan,nan,1746403566.0372312,nan,nan,nan,1746403566.0373676,nan,nan,1746403566.038389,nan,nan,nan,nan,1746403550.441848,nan
1746403567.0400946,nan,nan,nan,nan,nan,nan,1746403567.0401065,nan,nan,nan,nan,nan,nan,1746403567.0400772,nan,nan,1746403567.0398383,nan,nan,nan,1746403567.039958,nan,nan,1746403567.040212,nan,nan,nan,nan,1746403550.441848,nan
1746403568.0608065,nan,nan,nan,nan,nan,nan,1746403568.060816,nan,nan,nan,nan,nan,nan,1746403568.060794,nan,nan,1746403568.060488,nan,nan,nan,1746403568.0606544,nan,nan,1746403568.0609925,nan,nan,nan,nan,1746403550.441848,nan
1746403569.037753,nan,nan,nan,nan,nan,nan,1746403569.0377648,nan,nan,nan,nan,nan,nan,1746403569.0377316,nan,nan,1746403569.0305996,nan,nan,nan,1746403569.0307374,nan,nan,1746403569.0378883,nan,nan,nan,nan,1746403550.441848,nan
1746403570.0402327,nan,nan,nan,nan,nan,nan,1746403570.0402439,nan,nan,nan,nan,nan,nan,1746403570.040215,nan,nan,1746403570.0398798,nan,nan,nan,1746403570.0400307,nan,nan,1746403570.0403368,nan,nan,nan,nan,1746403550.441848,nan
1746403571.0370257,nan,nan,nan,nan,nan,nan,1746403571.037035,nan,nan,nan,nan,nan,nan,1746403571.0370133,nan,nan,1746403571.036779,nan,nan,nan,1746403571.0369048,nan,nan,1746403571.0371284,nan,nan,nan,nan,1746403550.441848,nan
1746403572.0371263,nan,nan,nan,nan,nan,nan,1746403572.0371363,nan,nan,nan,nan,nan,nan,1746403572.0371144,nan,nan,1746403572.036321,nan,nan,nan,1746403572.0369658,nan,nan,1746403572.0372572,nan,nan,nan,nan,1746403550.441848,nan
1746403573.0411983,nan,nan,nan,nan,nan,nan,1746403573.041211,nan,nan,nan,nan,nan,nan,1746403573.0411801,nan,nan,1746403573.040828,nan,nan,nan,1746403573.04104,nan,nan,1746403573.0413182,nan,nan,nan,nan,1746403550.441848,nan
1746403574.0410047,nan,nan,nan,nan,nan,nan,1746403574.0410163,nan,nan,nan,nan,nan,nan,1746403574.0409606,nan,nan,1746403574.0404305,nan,nan,nan,1746403574.0408366,nan,nan,1746403574.0411048,nan,nan,nan,nan,1746403550.441848,nan
1746403575.0392401,nan,nan,nan,nan,nan,nan,1746403575.0392494,nan,nan,nan,nan,nan,nan,1746403575.0392287,nan,nan,1746403575.0388014,nan,nan,nan,1746403575.038948,nan,nan,1746403575.0393443,nan,nan,nan,nan,1746403550.441848,nan
1746403576.048925,nan,nan,nan,nan,nan,nan,1746403576.0489373,nan,nan,nan,nan,nan,nan,1746403576.048905,nan,nan,1746403576.0384686,nan,nan,nan,1746403576.0487826,nan,nan,1746403576.0490355,nan,nan,nan,nan,1746403550.441848,nan
1746403577.0370843,nan,nan,nan,nan,nan,nan,1746403577.0370963,nan,nan,nan,nan,nan,nan,1746403577.0370648,nan,nan,1746403577.036339,nan,nan,nan,1746403577.0364668,nan,nan,1746403577.0372045,nan,nan,nan,nan,1746403550.441848,nan
1746403578.037747,nan,nan,nan,nan,nan,nan,1746403578.0377584,nan,nan,nan,nan,nan,nan,1746403578.037729,nan,nan,1746403578.0306733,nan,nan,nan,1746403578.0375807,nan,nan,1746403578.037864,nan,nan,nan,nan,1746403550.441848,nan
1746403579.0368588,nan,nan,nan,nan,nan,nan,1746403579.0368721,nan,nan,nan,nan,nan,nan,1746403579.0368395,nan,nan,1746403579.036587,nan,nan,nan,1746403579.0367324,nan,nan,1746403579.036936,nan,nan,nan,nan,1746403550.441848,nan
1746403580.0229156,nan,nan,nan,nan,nan,nan,1746403580.0229282,nan,nan,nan,nan,nan,nan,1746403580.0228972,nan,nan,1746403580.0226648,nan,nan,nan,1746403580.0228035,nan,nan,1746403580.0230305,nan,nan,nan,nan,1746403550.441848,nan
1746403581.036608,nan,nan,nan,nan,nan,nan,1746403581.036619,nan,nan,nan,nan,nan,nan,1746403581.0365891,nan,nan,1746403581.0357838,nan,nan,nan,1746403581.0359447,nan,nan,1746403581.0367236,nan,nan,nan,nan,1746403550.441848,nan
1746403582.0422034,nan,nan,nan,nan,nan,nan,1746403582.0422142,nan,nan,nan,nan,nan,nan,1746403582.042186,nan,nan,1746403582.0417633,nan,nan,nan,1746403582.0420525,nan,nan,1746403582.0422752,nan,nan,nan,nan,1746403550.441848,nan
1746403583.0380738,nan,nan,nan,nan,nan,nan,1746403583.0380838,nan,nan,nan,nan,nan,nan,1746403583.0380616,nan,nan,1746403583.0278714,nan,nan,nan,1746403583.0379448,nan,nan,1746403583.0381832,nan,nan,nan,nan,1746403550.441848,nan
1746403584.0611224,nan,nan,nan,nan,nan,nan,1746403584.0611331,nan,nan,nan,nan,nan,nan,1746403584.0611057,nan,nan,1746403584.0439086,nan,nan,nan,1746403584.0610166,nan,nan,1746403584.061207,nan,nan,nan,nan,1746403550.441848,nan
1746408023.043649,nan,nan,nan,nan,nan,nan,1746408023.0436592,nan,nan,nan,nan,nan,nan,1746408023.043635,nan,nan,1746408023.0431824,nan,nan,nan,1746408023.0433493,nan,nan,1746408023.043764,nan,nan,nan,nan,1746408020.3347843,nan
1746408024.0403507,nan,nan,nan,nan,nan,nan,1746408024.040361,nan,nan,nan,nan,nan,nan,1746408024.0403373,nan,nan,1746408024.0399733,nan,nan,nan,1746408024.0401814,nan,nan,1746408024.0405712,nan,nan,nan,nan,1746408020.3347843,nan
1746408025.036329,nan,nan,nan,nan,nan,nan,1746408025.0363638,nan,nan,nan,nan,nan,nan,1746408025.0363033,nan,nan,1746408025.0359635,nan,nan,nan,1746408025.0361717,nan,nan,1746408025.0364454,nan,nan,nan,nan,1746408020.3347843,nan
1746408026.0411043,nan,nan,nan,nan,nan,nan,1746408026.0411158,nan,nan,nan,nan,nan,nan,1746408026.041088,nan,nan,1746408026.0407317,nan,nan,nan,1746408026.04085,nan,nan,1746408026.0411935,nan,nan,nan,nan,1746408020.3347843,nan
1746408027.0418594,nan,nan,nan,nan,nan,nan,1746408027.0418756,nan,nan,nan,nan,nan,nan,1746408027.0418332,nan,nan,1746408027.0413651,nan,nan,nan,1746408027.0416737,nan,nan,1746408027.042008,nan,nan,nan,nan,1746408020.3347843,nan
1746408028.0459464,nan,nan,nan,nan,nan,nan,1746408028.0459578,nan,nan,nan,nan,nan,nan,1746408028.04593,nan,nan,1746408028.0455284,nan,nan,nan,1746408028.04579,nan,nan,1746408028.0460129,nan,nan,nan,nan,1746408020.3347843,nan
1746408029.0371385,nan,nan,nan,nan,nan,nan,1746408029.0371513,nan,nan,nan,nan,nan,nan,1746408029.0371218,nan,nan,1746408029.036823,nan,nan,nan,1746408029.0370097,nan,nan,1746408029.0372148,nan,nan,nan,nan,1746408020.3347843,nan
1746408030.0479903,nan,nan,nan,nan,nan,nan,1746408030.0479999,nan,nan,nan,nan,nan,nan,1746408030.0479782,nan,nan,1746408030.047632,nan,nan,nan,1746408030.047769,nan,nan,1746408030.048601,nan,nan,nan,nan,1746408020.3347843,nan
1746408031.0364113,nan,nan,nan,nan,nan,nan,1746408031.0364406,nan,nan,nan,nan,nan,nan,1746408031.0363793,nan,nan,1746408031.0359797,nan,nan,nan,1746408031.0362155,nan,nan,1746408031.0371177,nan,nan,nan,nan,1746408020.3347843,nan
1746408032.0400448,nan,nan,nan,nan,nan,nan,1746408032.0400565,nan,nan,nan,nan,nan,nan,1746408032.040026,nan,nan,1746408032.0397015,nan,nan,nan,1746408032.039851,nan,nan,1746408032.0406008,nan,nan,nan,nan,1746408020.3347843,nan
1746408033.0693822,nan,nan,nan,nan,nan,nan,1746408033.0693932,nan,nan,nan,nan,nan,nan,1746408033.0693696,nan,nan,1746408033.0492504,nan,nan,nan,1746408033.0692487,nan,nan,1746408033.0694966,nan,nan,nan,nan,1746408020.3347843,nan
1746408034.0367992,nan,nan,nan,nan,nan,nan,1746408034.0368114,nan,nan,nan,nan,nan,nan,1746408034.0367794,nan,nan,1746408034.0363533,nan,nan,nan,1746408034.0365586,nan,nan,1746408034.0368896,nan,nan,nan,nan,1746408020.3347843,nan
1746408035.0371644,nan,nan,nan,nan,nan,nan,1746408035.0371778,nan,nan,nan,nan,nan,nan,1746408035.0371456,nan,nan,1746408035.03691,nan,nan,nan,1746408035.0370588,nan,nan,1746408035.037265,nan,nan,nan,nan,1746408020.3347843,nan
1746408036.038422,nan,nan,nan,nan,nan,nan,1746408036.038433,nan,nan,nan,nan,nan,nan,1746408036.0384052,nan,nan,1746408036.038139,nan,nan,nan,1746408036.0382957,nan,nan,1746408036.038545,nan,nan,nan,nan,1746408020.3347843,nan
1746408037.0407403,nan,nan,nan,nan,nan,nan,1746408037.0407505,nan,nan,nan,nan,nan,nan,1746408037.0407276,nan,nan,1746408037.0404067,nan,nan,nan,1746408037.0406032,nan,nan,1746408037.0408711,nan,nan,nan,nan,1746408020.3347843,nan
1746408038.040238,nan,nan,nan,nan,nan,nan,1746408038.0402498,nan,nan,nan,nan,nan,nan,1746408038.040219,nan,nan,1746408038.0399544,nan,nan,nan,1746408038.040103,nan,nan,1746408038.0403554,nan,nan,nan,nan,1746408020.3347843,nan
1746408039.073448,nan,nan,nan,nan,nan,nan,1746408039.0734687,nan,nan,nan,nan,nan,nan,1746408039.0734162,nan,nan,1746408039.0492454,nan,nan,nan,1746408039.0731647,nan,nan,1746408039.073639,nan,nan,nan,nan,1746408020.3347843,nan
