Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1742864229.8376033,39.987,24524.805,0.252,157.799,0.759,0.009,1742864229.8478773,49.999,25767.211,36206.908,-41.026,-404.743,5.0,1742864229.8614237,nan,0.0,1742864229.7764914,411,1742864229.993356,31.333333333333325,-0.010000000000000002,1742864230.776985,nan,nan,nan,nan,1742864085.6002867,nan
1742864229.8376033,39.987,24524.805,0.252,157.799,0.759,0.009,1742864229.8478773,49.999,25767.211,36206.908,-41.026,-404.743,5.0,1742864229.8614237,nan,0.0,1742864229.7764914,411,1742864229.993356,31.333333333333325,-0.010000000000000002,1742864230.776985,nan,nan,nan,nan,1742864085.6002867,nan
1742864231.9122102,39.98,24517.654,0.284,160.804,0.759,0.009,1742864231.826358,50.0,25767.329,36187.538,-40.932,-404.659,5.0,1742864231.8505359,nan,0.0,1742864231.7718115,418,1742864231.990666,28.50666666666666,-0.0043999999999999985,1742864232.7689881,nan,nan,nan,nan,1742864085.6002867,nan
1742864231.9122102,39.98,24517.654,0.284,160.804,0.759,0.009,1742864231.826358,50.0,25767.329,36187.538,-40.932,-404.659,5.0,1742864231.8505359,nan,0.0,1742864231.7718115,418,1742864231.990666,28.50666666666666,-0.0043999999999999985,1742864232.7689881,nan,nan,nan,nan,1742864085.6002867,nan
1742864233.9094617,40.029,24546.969,0.284,159.739,0.76,0.015,1742864233.8558223,50.003,25770.873,36165.243,-40.827,-404.97,5.0,1742864233.858814,nan,-0.1,1742864233.785009,419,1742864234.0053017,26.973333333333336,0.008799999999999999,1742864234.7836623,nan,nan,nan,nan,1742864085.6002867,nan
1742864233.9094617,40.029,24546.969,0.284,159.739,0.76,0.015,1742864233.8558223,50.003,25770.873,36165.243,-40.827,-404.97,5.0,1742864233.858814,nan,-0.1,1742864233.785009,419,1742864234.0053017,26.973333333333336,0.008799999999999999,1742864234.7836623,nan,nan,nan,nan,1742864085.6002867,nan
1742864235.831058,40.002,24530.842,0.233,159.739,0.76,0.011,1742864235.835047,50.003,25775.131,36156.623,-41.057,-405.537,5.0,1742864235.8440242,nan,-0.1,1742864235.77221,422,1742864235.9874532,30.39999999999999,0.0074666666666666675,1742864236.7753901,nan,nan,nan,nan,1742864085.6002867,nan
1742864236.8346708,40.024,24566.873,0.266,160.711,0.759,0.008,1742864236.8446743,50.001,25774.781,36128.549,-40.963,-405.166,5.0,1742864236.8506286,nan,-0.1,1742864236.7736294,422,1742864236.9949677,32.93333333333332,0.0036000000000000003,1742864237.775937,nan,nan,nan,nan,1742864085.6002867,nan
1742864236.8346708,40.024,24566.873,0.266,160.711,0.759,0.008,1742864236.8446743,50.001,25774.781,36128.549,-40.963,-405.166,5.0,1742864236.8506286,nan,-0.1,1742864236.7736294,422,1742864236.9949677,32.93333333333332,0.0036000000000000003,1742864237.775937,nan,nan,nan,nan,1742864085.6002867,nan
1742864237.8599825,40.024,24566.873,0.266,160.711,0.759,0.008,1742864237.8374064,49.999,25774.957,36093.977,-40.705,-405.422,5.0,1742864237.8430283,nan,-0.1,1742864237.7731018,422,1742864237.985983,45.82666666666666,-0.009733333333333335,1742864238.7975383,nan,nan,nan,nan,1742864085.6002867,nan
1742864238.9258635,40.018,24573.141,0.266,160.036,0.759,0.008,1742864238.8607862,49.999,25774.957,36093.977,-40.705,-405.422,5.0,1742864238.8717263,nan,-0.1,1742864238.7955396,422,1742864239.0090292,43.94666666666667,-0.006,1742864239.8005211,nan,nan,nan,nan,1742864085.6002867,nan
1742864240.9721613,39.992,24563.906,0.24,157.682,0.758,0.007,1742864240.8337154,49.999,25773.164,36009.317,-40.291,-405.473,5.0,1742864240.853275,nan,-0.1,1742864240.7723503,422,1742864240.9913676,45.026666666666664,-0.0037333333333333316,1742864241.7751112,nan,nan,nan,nan,1742864085.6002867,nan
1742864241.8658571,39.987,24557.191,0.258,157.682,0.758,0.008,1742864241.875831,50.0,25773.209,35995.41,-40.519,-405.043,5.0,1742864241.8429184,nan,-0.1,1742864241.7731082,422,1742864241.9982908,40.506666666666675,-0.009199999999999998,1742864242.7687867,nan,nan,nan,nan,1742864085.6002867,nan
1742864242.8491416,39.986,24555.5,0.258,158.267,0.758,0.008,1742864242.8650982,50.001,25772.916,35985.209,-41.262,-405.029,5.0,1742864242.850139,nan,-0.2,1742864242.7666812,424,1742864242.9893935,36.24,0.004933333333333335,1742864243.789337,nan,nan,nan,nan,1742864085.6002867,nan
1742864243.8811204,39.977,24546.398,0.312,158.267,0.759,0.008,1742864243.8830874,50.001,25773.668,35976.841,-40.675,-405.35,5.0,1742864243.86314,nan,-0.2,1742864243.7863724,424,1742864244.0132391,40.666666666666664,0.011599999999999997,1742864244.7694542,nan,nan,nan,nan,1742864085.6002867,nan
1742864244.8556113,39.971,24527.156,0.312,158.267,0.759,0.013,1742864244.8650925,50.001,25774.132,35988.698,-41.081,-404.875,5.0,1742864244.849627,nan,-0.2,1742864244.7674603,424,1742864244.9859333,38.306666666666665,-0.009999999999999997,1742864245.770115,nan,nan,nan,nan,1742864085.6002867,nan
1742864245.848462,39.988,24506.754,0.268,159.518,0.759,0.01,1742864245.910894,50.002,25776.13,36013.545,-41.068,-405.318,5.0,1742864245.8474653,nan,-0.2,1742864245.7671437,426,1742864245.9942331,36.933333333333344,0.0006666666666666676,1742864246.7797742,nan,nan,nan,nan,1742864085.6002867,nan
1742864246.8596137,39.988,24506.754,0.268,159.518,0.759,0.01,1742864246.8715193,50.004,25780.302,36039.642,-40.644,-405.828,5.0,1742864246.8506372,nan,-0.2,1742864246.7778,430,1742864247.001676,40.92,0.010266666666666667,1742864247.7774892,nan,nan,nan,nan,1742864085.6002867,nan
1742864246.8596137,39.988,24506.754,0.268,159.518,0.759,0.01,1742864246.8715193,50.004,25780.302,36039.642,-40.644,-405.828,5.0,1742864246.8506372,nan,-0.2,1742864246.7778,430,1742864247.001676,40.92,0.010266666666666667,1742864247.7774892,nan,nan,nan,nan,1742864085.6002867,nan
1742864248.882013,40.009,24508.74,0.3,159.058,0.759,0.009,1742864248.8504312,49.996,25776.168,36049.267,-40.615,-405.203,5.0,1742864248.851428,nan,-0.2,1742864248.7735705,435,1742864248.9999342,42.78666666666666,0.007199999999999999,1742864249.7734098,nan,nan,nan,nan,1742864085.6002867,nan
1742864248.882013,40.009,24508.74,0.3,159.058,0.759,0.009,1742864248.8504312,49.996,25776.168,36049.267,-40.615,-405.203,5.0,1742864248.851428,nan,-0.2,1742864248.7735705,435,1742864248.9999342,42.78666666666666,0.007199999999999999,1742864249.7734098,nan,nan,nan,nan,1742864085.6002867,nan
1742864249.838988,40.013,24519.297,0.3,159.108,0.759,0.009,1742864249.8595548,49.993,25771.999,36080.221,-40.983,-405.512,5.0,1742864249.8479645,nan,-0.2,1742864249.7714078,438,1742864249.9912367,40.75999999999999,0.008533333333333334,1742864250.7959855,nan,nan,nan,nan,1742864085.6002867,nan
1742864251.8991523,40.004,24526.353,0.245,158.68,0.758,0.016,1742864251.8532014,49.995,25770.077,36090.929,-40.778,-404.875,5.0,1742864251.863145,nan,-0.2,1742864251.784349,438,1742864252.0062788,40.90666666666666,1.1564823173178713e-18,1742864252.7856522,nan,nan,nan,nan,1742864085.6002867,nan
1742864251.8991523,40.004,24526.353,0.245,158.68,0.758,0.016,1742864251.8532014,49.995,25770.077,36090.929,-40.778,-404.875,5.0,1742864251.863145,nan,-0.2,1742864251.784349,438,1742864252.0062788,40.90666666666666,1.1564823173178713e-18,1742864252.7856522,nan,nan,nan,nan,1742864085.6002867,nan
1742864252.8500326,40.004,24526.353,0.29,158.68,0.758,0.016,1742864252.8510308,49.999,25770.602,36088.126,-40.722,-405.033,5.0,1742864252.8663204,nan,-0.2,1742864252.782673,439,1742864252.9962313,43.84000000000001,0.009066666666666667,1742864253.7769473,nan,nan,nan,nan,1742864085.6002867,nan
1742864253.9115803,40.006,24525.312,0.29,158.68,0.758,0.008,1742864253.8347852,49.998,25768.637,36147.244,-40.728,-405.733,5.0,1742864253.858722,nan,-0.3,1742864253.7749743,442,1742864253.9863799,47.76000000000001,-0.013066666666666664,1742864254.7683253,nan,nan,nan,nan,1742864085.6002867,nan
1742864255.8523893,39.994,24534.137,0.249,159.856,0.759,0.011,1742864255.8513923,49.997,25767.615,36152.568,-41.088,-405.338,5.0,1742864255.8633888,nan,-0.3,1742864255.7845714,444,1742864256.0015612,52.69333333333334,0.0076,1742864256.782681,nan,nan,nan,nan,1742864085.6002867,nan
1742864255.8523893,39.994,24534.137,0.249,159.856,0.759,0.011,1742864255.8513923,49.997,25767.615,36152.568,-41.088,-405.338,5.0,1742864255.8633888,nan,-0.3,1742864255.7845714,444,1742864256.0015612,52.69333333333334,0.0076,1742864256.782681,nan,nan,nan,nan,1742864085.6002867,nan
1742864257.8776042,40.033,24564.768,0.291,158.278,0.759,0.007,1742864257.863125,49.999,25763.04,36159.197,-40.834,-405.585,5.0,1742864257.8776042,nan,-0.3,1742864257.794158,445,1742864258.0155253,52.680000000000014,0.008266666666666667,1742864258.782606,nan,nan,nan,nan,1742864085.6002867,nan
1742864257.8776042,40.033,24564.768,0.291,158.278,0.759,0.007,1742864257.863125,49.999,25763.04,36159.197,-40.834,-405.585,5.0,1742864257.8776042,nan,-0.3,1742864257.794158,445,1742864258.0155253,52.680000000000014,0.008266666666666667,1742864258.782606,nan,nan,nan,nan,1742864085.6002867,nan
1742864259.040878,40.033,24564.768,0.291,158.278,0.759,0.007,1742864258.8390558,50.001,25763.244,36174.755,-41.427,-405.085,5.0,1742864258.8505936,nan,-0.3,1742864258.78074,451,1742864259.0069492,49.879999999999995,-1.1564823173178714e-19,1742864259.7855606,nan,nan,nan,nan,1742864085.6002867,nan
1742864260.9897778,40.001,24559.439,0.279,159.783,0.759,0.006,1742864260.8464098,49.999,25760.851,36209.617,-40.506,-405.34,5.0,1742864260.8513682,nan,-0.3,1742864260.7805922,454,1742864261.004203,48.81333333333334,0.0068,1742864261.8052163,nan,nan,nan,nan,1742864085.6002867,nan
1742864260.9897778,40.001,24559.439,0.279,159.783,0.759,0.006,1742864260.8464098,49.999,25760.851,36209.617,-40.506,-405.34,5.0,1742864260.8513682,nan,-0.3,1742864260.7805922,454,1742864261.004203,48.81333333333334,0.0068,1742864261.8052163,nan,nan,nan,nan,1742864085.6002867,nan
1742864262.8503575,40.015,24571.959,0.249,160.665,0.758,0.008,1742864262.8485205,50.001,25760.723,36223.99,-40.748,-405.263,5.0,1742864262.8513577,nan,-0.3,1742864262.7781918,455,1742864263.0030909,43.37333333333333,-0.006933333333333334,1742864263.7832325,nan,nan,nan,nan,1742864085.6002867,nan
1742864262.8503575,40.015,24571.959,0.249,160.665,0.758,0.008,1742864262.8485205,50.001,25760.723,36223.99,-40.748,-405.263,5.0,1742864262.8513577,nan,-0.3,1742864262.7781918,455,1742864263.0030909,43.37333333333333,-0.006933333333333334,1742864263.7832325,nan,nan,nan,nan,1742864085.6002867,nan
1742864264.8746648,39.977,24541.031,0.282,158.557,0.759,0.01,1742864264.8571749,50.0,25761.255,36231.78,-40.865,-404.848,5.0,1742864264.8707042,nan,-0.4,1742864264.7892852,455,1742864265.0006871,47.879999999999995,0.0052000000000000015,1742864265.7795403,nan,nan,nan,nan,1742864085.6002867,nan
1742864265.8628247,39.977,24541.031,0.282,158.557,0.759,0.01,1742864265.8348997,50.001,25764.071,36243.169,-41.138,-405.03,5.0,1742864265.86083,nan,-0.4,1742864265.777639,455,1742864265.992187,43.680000000000014,0.008933333333333333,1742864266.7822976,nan,nan,nan,nan,1742864085.6002867,nan
