Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Abakus Particle Counter: Bins,Abakus Particle Counter: Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1743647342.2929811,nan,nan,nan,nan,nan,nan,1743647342.2929811,nan,nan,nan,nan,nan,nan,1743647342.2929811,nan,nan,1743647342.2929811,nan,nan,nan,1743647342.2929811,nan,nan,1743647615.441515,nan,nan,nan,nan,1743647342.2929811,nan
1743647615.5139,39.992,23217.217,-0.007,-0.382,0.001,0.007,1743647615.4918582,50.003,25705.531,36168.433,-25.119,-246.546,4.0,1743647615.5151644,nan,-2.7,1743647615.4395208,3,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647615.6560588,2.013333333333333,-0.0076000000000000035,1743647616.4414997,nan,nan,nan,nan,1743647342.2929811,nan
1743647616.5357652,40.003,23233.023,-0.007,-0.31,0.001,0.003,1743647616.4980214,50.003,25706.93,36145.539,-24.919,-246.947,4.0,1743647616.5224082,nan,-2.7,1743647616.440502,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647616.662547,2.1599999999999997,0.000666666666666666,1743647617.4373627,nan,nan,nan,nan,1743647342.2929811,nan
1743647617.5105772,39.964,23205.08,0.0,-0.31,0.0,0.01,1743647617.4882267,49.999,25705.408,36122.388,-24.647,-246.614,4.0,1743647617.5145981,nan,-2.8,1743647617.4353726,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647617.654172,2.546666666666667,0.003733333333333333,1743647618.4521377,nan,nan,nan,nan,1743647342.2929811,nan
1743647618.5204937,39.964,23205.08,0.0,-0.31,0.0,0.01,1743647618.5159984,49.995,25702.151,36119.532,-25.194,-246.525,4.0,1743647618.5286686,nan,-2.9,1743647618.449145,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647618.6621358,nan,-0.012533333333333337,1743647619.4519076,nan,nan,nan,nan,1743647342.2929811,nan
1743647619.5309782,39.972,23202.514,0.0,-0.299,0.001,0.01,1743647619.5167341,49.995,25699.356,36101.707,-24.86,-246.19,4.0,1743647619.534263,nan,-2.9,1743647620.4564636,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647619.668723,3.1199999999999997,0.007733333333333334,1743647620.5267837,nan,nan,nan,nan,1743647342.2929811,nan
1743647620.5696685,39.966,23176.678,0.006,-0.299,0.001,0.006,1743647620.7627752,49.997,25697.615,36112.833,-25.173,-247.429,4.0,1743647620.5557063,nan,-3.0,1743647620.4564636,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647620.6749215,2.479999999999999,-0.0164,1743647621.4646738,nan,nan,nan,nan,1743647342.2929811,nan
1743647621.523083,39.966,23176.678,0.006,-0.299,0.001,0.006,1743647621.5350502,50.0,25697.282,36098.033,-24.317,-246.26,4.0,1743647621.5360477,nan,-3.1,1743647621.461713,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647621.6826344,2.52,0.011333333333333334,1743647622.4571197,nan,nan,nan,nan,1743647342.2929811,nan
1743647622.5300584,39.965,23146.865,-0.003,-0.306,0.001,0.009,1743647622.5240748,50.0,25697.282,36098.033,-24.317,-246.26,4.0,1743647622.5250711,nan,-3.1,1743647622.4547546,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647622.6745973,2.7199999999999993,-0.017199999999999997,1743647623.4477568,nan,nan,nan,nan,1743647342.2929811,nan
1743647623.518921,39.965,23146.865,-0.003,-0.306,0.001,0.009,1743647623.5159333,50.002,25697.627,36097.036,-24.669,-246.892,4.0,1743647623.5169253,nan,-3.1,1743647623.445793,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647623.6659386,nan,0.008533333333333337,1743647624.453712,nan,nan,nan,nan,1743647342.2929811,nan
1743647624.5401676,39.993,23154.125,0.056,-0.419,0.001,0.009,1743647624.5208676,49.999,25695.582,36122.112,-25.285,-246.919,4.0,1743647624.523864,nan,-3.1,1743647624.4517162,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]",nan,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1743647624.6743674,2.6000000000000005,-0.012800000000000004,1743647625.4514923,nan,nan,nan,nan,1743647342.2929811,nan
