Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min)
1726275558.3233464,-0.99,-0.001,-0.006,0.021,1726275557.6663113,0.0,-3.8,1726275557.5879102,0,1726275557.5879102,8.2,-0.002
1726275559.0587924,-0.99,-0.001,-0.006,0.021,1726275558.3861113,0.0,-3.8,1726275558.3077528,0,1726275558.3077528,8.0,-0.002
1726275559.8416955,-0.99,-0.001,-0.006,0.021,1726275559.1215847,0.0,-3.8,1726275559.0587924,0,1726275559.0587924,8.0,0.0
1726275560.579338,-0.99,-0.001,-0.006,0.021,1726275559.9042225,0.0,-3.8,1726275559.8261077,0,1726275559.8416955,9.4,-0.002
1726275560.579338,-0.99,-0.001,-0.006,0.021,1726275559.9042225,0.0,-3.8,1726275560.579338,0,1726275560.579338,7.6,0.0
1726275562.0989244,-0.99,-0.001,-0.006,0.021,1726275561.4245152,0.0,-3.9,1726275561.3460786,0,1726275561.3460786,8.0,0.0
1726275562.8499982,-0.99,-0.001,-0.006,0.021,1726275562.1773267,0.0,-3.9,1726275562.0989244,0,1726275562.0989244,8.8,0.0
1726275563.586406,-0.99,-0.001,-0.006,0.021,1726275562.9125712,0.0,-3.9,1726275562.8499982,0,1726275562.8499982,8.8,-0.002
1726275564.3398092,-0.99,-0.001,-0.006,0.021,1726275563.664819,0.0,-3.9,1726275563.586406,0,1726275563.586406,8.2,-0.002
1726275565.0912652,-0.99,-0.001,-0.006,0.021,1726275564.4182248,0.0,-3.9,1726275564.3398092,0,1726275564.3398092,9.2,0.0
1726275565.8429344,-0.99,-0.001,-0.006,0.021,1726275565.1696837,0.0,-4.0,1726275565.0912652,0,1726275565.0912652,8.2,0.0
1726275566.6269162,-0.99,-0.001,-0.006,0.021,1726275565.9213212,0.0,-4.0,1726275565.8429344,0,1726275565.8429344,8.2,0.002
