Picarro Gas: time (epoch),Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: CO,Picarro Gas: H2O,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min)
1726275689.094154,-0.99,-0.001,-0.006,0.021,1726275688.1972055,0.0,-2.8,1726275688.1186595,0,1726275688.1186595,8.2,0.0
1726275690.086933,-0.99,-0.001,-0.006,0.021,1726275689.1722796,0.0,-2.8,1726275689.094154,0,1726275689.094154,8.8,0.0
1726275691.0946615,-0.99,-0.001,-0.006,0.021,1726275690.1653302,0.0,-2.9,1726275690.086933,0,1726275690.086933,9.0,-0.004
1726275692.087072,-0.99,-0.001,-0.006,0.021,1726275691.1730864,0.0,-2.9,1726275691.0790386,0,1726275691.0946615,9.4,0.0
1726275693.0640414,-0.99,-0.001,-0.006,0.021,1726275692.165219,0.0,-2.9,1726275692.087072,0,1726275692.087072,10.0,-0.004
1726275694.0567126,-0.99,-0.001,-0.006,0.021,1726275693.1579251,0.0,-2.9,1726275693.0640414,0,1726275693.0640414,9.0,-0.002
1726275695.0464666,-0.99,-0.001,-0.006,0.021,1726275694.1350605,0.0,-2.9,1726275694.0567126,0,1726275694.0567126,9.2,-0.002
1726275696.039278,-0.99,-0.001,-0.006,0.021,1726275695.1251862,0.0,-3.0,1726275695.0464666,0,1726275695.0464666,9.6,-0.002
1726275697.032076,-0.99,-0.001,-0.006,0.021,1726275696.1176367,0.0,-3.0,1726275696.039278,0,1726275696.039278,8.4,-0.002
1726275698.0226383,-0.99,-0.001,-0.006,0.021,1726275697.110495,0.0,-3.0,1726275697.032076,0,1726275697.032076,9.0,0.0
1726275699.0156946,-0.99,-0.001,-0.006,0.021,1726275698.1007867,0.0,-3.0,1726275698.0226383,0,1726275698.0226383,7.6,0.0
1726275700.0231,-0.99,-0.001,-0.006,0.021,1726275699.0938041,0.0,-3.0,1726275699.0156946,0,1726275699.0156946,8.4,-0.002
1726275701.0313587,-0.99,-0.001,-0.006,0.021,1726275700.1013288,0.0,-3.1,1726275700.00748,0,1726275700.00748,8.4,-0.002
1726275702.024727,-0.99,-0.001,-0.006,0.021,1726275701.109467,0.0,-3.1,1726275701.0313587,0,1726275701.0313587,8.4,0.0
1726275703.0155935,-0.99,-0.001,-0.006,0.021,1726275702.103114,0.0,-3.1,1726275702.024727,0,1726275702.024727,8.6,0.0
1726275704.0074387,-0.99,-0.001,-0.006,0.021,1726275703.0937974,0.0,-3.1,1726275703.0155935,0,1726275703.0155935,8.4,0.0
1726275705.0000255,-0.99,-0.001,-0.006,0.021,1726275704.0858524,0.0,-3.1,1726275704.0074387,0,1726275704.0074387,8.2,0.0
1726275706.007893,-0.99,-0.001,-0.006,0.021,1726275705.0937536,0.0,-3.2,1726275705.0000255,0,1726275705.0000255,8.4,-0.002
1726275707.015084,-0.99,-0.001,-0.006,0.021,1726275706.0859702,0.0,-3.2,1726275706.007893,0,1726275706.007893,8.0,0.0
1726275708.0229623,-0.99,-0.001,-0.006,0.021,1726275707.093189,0.0,-3.2,1726275707.015084,0,1726275707.015084,8.6,0.0
1726275709.030869,-0.99,-0.001,-0.006,0.021,1726275708.1010742,0.0,-3.3,1726275708.0229623,0,1726275708.0229623,8.6,-0.002
1726275710.0390046,-0.99,-0.001,-0.006,0.021,1726275709.1089675,0.0,-3.3,1726275709.030869,0,1726275709.030869,8.6,0.0
1726275711.0469265,-0.99,-0.001,-0.006,0.021,1726275710.1171138,0.0,-3.3,1726275710.0390046,0,1726275710.0390046,8.6,-0.002
1726275712.0548077,-0.99,-0.001,-0.006,0.021,1726275711.1250353,0.0,-3.3,1726275711.0469265,0,1726275711.0469265,9.0,0.0
1726275713.06317,-0.99,-0.001,-0.006,0.021,1726275712.132914,0.0,-3.4,1726275712.0548077,0,1726275712.0548077,9.0,0.0
1726275714.0711772,-0.99,-0.001,-0.006,0.021,1726275713.1412795,0.0,-3.4,1726275713.06317,0,1726275713.06317,9.0,0.0
1726275715.0790722,-0.99,-0.001,-0.006,0.021,1726275714.149286,0.0,-3.4,1726275714.0711772,0,1726275714.0711772,7.4,0.0
1726275716.0870836,-0.99,-0.001,-0.006,0.021,1726275715.1571743,0.0,-3.4,1726275715.0790722,0,1726275715.0790722,8.4,-0.002
1726275717.0951588,-0.99,-0.001,-0.006,0.021,1726275716.1651595,0.0,-3.5,1726275716.0870836,0,1726275716.0870836,8.6,-0.002
1726275718.1037712,-0.99,-0.001,-0.006,0.021,1726275717.1732655,0.0,-3.5,1726275717.0951588,0,1726275717.0951588,8.8,-0.002
1726275719.111996,-0.99,-0.001,-0.006,0.021,1726275718.1818488,0.0,-3.5,1726275718.1037712,0,1726275718.1037712,7.6,-0.002
1726275720.1198792,-0.99,-0.001,-0.006,0.021,1726275719.190068,0.0,-3.5,1726275719.111996,0,1726275719.111996,9.2,0.0
1726275721.1436944,-0.99,-0.001,-0.006,0.021,1726275720.1979575,0.0,-3.6,1726275720.1198792,0,1726275720.1198792,9.4,-0.002
1726275722.1682281,-0.99,-0.001,-0.006,0.021,1726275721.2218006,0.0,-3.6,1726275721.1436944,0,1726275721.1436944,8.6,0.0
1726275723.1769378,-0.99,-0.001,-0.006,0.021,1726275722.2464108,0.0,-3.6,1726275722.1682281,0,1726275722.1682281,8.2,0.0
1726275724.2154155,-0.99,-0.001,-0.006,0.021,1726275723.2709453,0.0,-3.6,1726275723.1769378,0,1726275723.1769378,9.6,0.0
1726275725.2401624,-0.99,-0.001,-0.006,0.021,1726275724.2936485,0.0,-3.7,1726275724.2154155,0,1726275724.2154155,9.2,-0.002
1726275726.2963338,-0.99,-0.001,-0.006,0.021,1726275725.318272,0.0,-3.7,1726275725.2401624,0,1726275725.2401624,8.6,0.0
1726275727.3207424,-0.99,-0.001,-0.006,0.021,1726275726.374447,0.0,-3.7,1726275726.2963338,0,1726275726.2963338,8.6,-0.002
1726275728.422278,-0.99,-0.001,-0.006,0.021,1726275727.3991842,0.0,-3.7,1726275727.3207424,0,1726275727.3207424,9.0,-0.004
1726275729.4488637,-0.99,-0.001,-0.006,0.021,1726275728.5004575,0.0,-3.8,1726275728.4066846,0,1726275728.422278,8.4,0.0
1726275730.4746792,-0.99,-0.001,-0.006,0.021,1726275729.5270083,0.0,-3.8,1726275729.4488637,0,1726275729.4488637,8.8,0.0
1726275731.5126524,-0.99,-0.001,-0.006,0.021,1726275730.5528595,0.0,-3.8,1726275730.4746792,0,1726275730.4746792,8.2,-0.002
1726275732.538117,-0.99,-0.001,-0.006,0.021,1726275731.5910556,0.0,-3.8,1726275731.5126524,0,1726275731.5126524,8.4,0.0
1726275733.577457,-0.99,-0.001,-0.006,0.021,1726275732.616272,0.0,-3.9,1726275732.538117,0,1726275732.538117,8.4,-0.002
1726275734.6178226,-0.99,-0.001,-0.006,0.021,1726275733.6560147,0.0,-3.9,1726275733.577457,0,1726275733.577457,8.6,-0.002
1726275734.6178226,-0.99,-0.001,-0.006,0.021,1726275733.6560147,0.0,-3.9,1726275734.6178226,0,1726275734.6178226,8.2,0.0
1726275736.6974268,-0.99,-0.001,-0.006,0.021,1726275735.7350183,0.0,-3.9,1726275735.6564646,0,1726275735.6564646,9.0,-0.004
1726275737.7381597,-0.99,-0.001,-0.006,0.021,1726275736.7757795,0.0,-3.9,1726275736.6974268,0,1726275736.6974268,8.4,0.0
1726275738.7767963,-0.99,-0.001,-0.006,0.021,1726275737.8165503,0.0,-4.0,1726275737.7381597,0,1726275737.7381597,8.6,0.0
1726275739.8167622,-0.99,-0.001,-0.006,0.021,1726275738.855223,0.0,-4.0,1726275738.7767963,0,1726275738.7767963,7.8,0.0
1726275740.8736095,-0.99,-0.001,-0.006,0.021,1726275739.8951397,0.0,-4.0,1726275739.8167622,0,1726275739.8167622,8.2,-0.002
1726275741.915067,-0.99,-0.001,-0.006,0.021,1726275740.9520466,0.0,-4.1,1726275740.8736095,0,1726275740.8736095,7.6,0.0
1726275742.953963,-0.99,-0.001,-0.006,0.021,1726275741.9934754,0.0,-4.1,1726275741.915067,0,1726275741.915067,9.2,0.0
1726275743.993451,-0.99,-0.001,-0.006,0.021,1726275743.032389,0.0,-4.1,1726275742.953963,0,1726275742.953963,8.2,-0.002
1726275745.0359323,-0.99,-0.001,-0.006,0.021,1726275744.0720012,0.0,-4.1,1726275743.993451,0,1726275743.993451,8.4,-0.002
1726275746.075436,-0.99,-0.001,-0.006,0.021,1726275745.1143663,0.0,-4.1,1726275745.0359323,0,1726275745.0359323,8.6,-0.004
1726275747.1154404,-0.99,-0.001,-0.006,0.021,1726275746.1538835,0.0,-4.2,1726275746.075436,0,1726275746.075436,8.4,-0.002
1726275748.1562824,-0.99,-0.001,-0.006,0.021,1726275747.1935952,0.0,-4.2,1726275747.1154404,0,1726275747.1154404,8.6,-0.002
1726275749.22784,-0.99,-0.001,-0.006,0.021,1726275748.249989,0.0,-4.2,1726275748.1562824,0,1726275748.1562824,7.4,0.0
1726275750.2992983,-0.99,-0.001,-0.006,0.021,1726275749.3059573,0.0,-4.2,1726275749.22784,0,1726275749.22784,8.8,-0.002
1726275751.3851368,-0.99,-0.001,-0.006,0.021,1726275750.3776846,0.0,-4.2,1726275750.2992983,0,1726275750.2992983,9.0,0.0
1726275752.4420214,-0.99,-0.001,-0.006,0.021,1726275751.4632647,0.0,-4.2,1726275751.3851368,0,1726275751.3851368,8.4,-0.002
1726275753.4989085,-0.99,-0.001,-0.006,0.021,1726275752.5201333,0.0,-4.3,1726275752.4420214,0,1726275752.4420214,8.4,0.0
1726275754.5549402,-0.99,-0.001,-0.006,0.021,1726275753.5773103,0.0,-4.3,1726275753.4989085,0,1726275753.4989085,8.4,-0.002
1726275755.6103296,-0.99,-0.001,-0.006,0.021,1726275754.633323,0.0,-4.2,1726275754.5549402,0,1726275754.5549402,8.6,-0.002
1726275756.6666994,-0.99,-0.001,-0.006,0.021,1726275755.688506,0.0,-4.1,1726275755.6103296,0,1726275755.6103296,8.4,0.0
1726275757.722541,-0.99,-0.001,-0.006,0.021,1726275756.745081,0.0,-4.0,1726275756.6666994,0,1726275756.6666994,9.2,0.0
1726275758.780258,-0.99,-0.001,-0.006,0.021,1726275757.8006933,0.0,-3.8,1726275757.722541,0,1726275757.722541,9.4,0.0
1726275759.8516896,-0.99,-0.001,-0.006,0.021,1726275758.8586545,0.0,-3.6,1726275758.780258,0,1726275758.780258,8.0,0.0
1726275760.924916,-0.99,-0.001,-0.006,0.021,1726275759.9298885,0.0,-3.5,1726275759.8360968,0,1726275759.8516896,8.2,0.0
1726275761.9951108,-0.99,-0.001,-0.006,0.021,1726275761.0032609,0.0,-3.4,1726275760.924916,0,1726275760.924916,8.2,-0.002
1726275763.0524492,-0.99,-0.001,-0.006,0.021,1726275762.0736334,0.0,-3.2,1726275761.9951108,0,1726275761.9951108,9.0,-0.002
1726275764.1242392,-0.99,-0.001,-0.006,0.021,1726275763.1308694,0.0,-3.1,1726275763.0524492,0,1726275763.0524492,7.8,0.0
1726275765.1960046,-0.99,-0.001,-0.006,0.021,1726275764.202632,0.0,-3.0,1726275764.1242392,0,1726275764.1242392,7.4,0.0
1726275766.2525723,-0.99,-0.001,-0.006,0.021,1726275765.2741127,0.0,-3.0,1726275765.1804173,0,1726275765.1960046,7.8,0.0
1726275767.3096054,-0.99,-0.001,-0.006,0.021,1726275766.330983,0.0,-2.9,1726275766.2525723,0,1726275766.2525723,9.8,-0.002
1726275768.3797011,-0.99,-0.001,-0.006,0.021,1726275767.3880265,0.0,-2.9,1726275767.3096054,0,1726275767.3096054,8.8,0.0
1726275769.4694355,-0.99,-0.001,-0.006,0.021,1726275768.4581184,0.0,-2.9,1726275768.3797011,0,1726275768.3797011,9.2,-0.002
1726275770.5570486,-0.99,-0.001,-0.006,0.021,1726275769.5478206,0.0,-2.8,1726275769.4694355,0,1726275769.4694355,8.6,-0.002
1726275771.644003,-0.99,-0.001,-0.006,0.021,1726275770.6351554,0.0,-2.8,1726275770.5570486,0,1726275770.5570486,8.8,-0.002
1726275772.7332766,-0.99,-0.001,-0.006,0.021,1726275771.7223938,0.0,-2.8,1726275771.644003,0,1726275771.644003,8.8,-0.002
1726275773.822208,-0.99,-0.001,-0.006,0.021,1726275772.8117068,0.0,-2.8,1726275772.7332766,0,1726275772.7332766,8.2,-0.002
1726275774.9096024,-0.99,-0.001,-0.006,0.021,1726275773.900622,0.0,-2.8,1726275773.822208,0,1726275773.822208,8.2,-0.002
1726275775.9980059,-0.99,-0.001,-0.006,0.021,1726275774.9877808,0.0,-2.8,1726275774.9096024,0,1726275774.9096024,8.6,-0.002
1726275777.0868065,-0.99,-0.001,-0.006,0.021,1726275776.0763862,0.0,-2.8,1726275775.9980059,0,1726275775.9980059,9.4,-0.002
1726275778.1738043,-0.99,-0.001,-0.006,0.021,1726275777.1649947,0.0,-2.9,1726275777.0868065,0,1726275777.0868065,9.0,0.0
1726275779.261819,-0.99,-0.001,-0.006,0.021,1726275778.2521687,0.0,-2.9,1726275778.1738043,0,1726275778.1738043,8.2,0.002
1726275780.3663588,-0.99,-0.001,-0.006,0.021,1726275779.3402257,0.0,-2.9,1726275779.261819,0,1726275779.261819,8.6,0.0
1726275781.454575,-0.99,-0.001,-0.006,0.021,1726275780.4447827,0.0,-2.9,1726275780.3663588,0,1726275780.3663588,9.0,0.0
1726275782.5414011,-0.99,-0.001,-0.006,0.021,1726275781.5330298,0.0,-3.0,1726275781.454575,0,1726275781.454575,8.0,-0.002
1726275783.6469338,-0.99,-0.001,-0.006,0.021,1726275782.6195428,0.0,-3.0,1726275782.5414011,0,1726275782.5414011,8.8,-0.002
1726275784.748954,-0.99,-0.001,-0.006,0.021,1726275783.725333,0.0,-3.0,1726275783.6469338,0,1726275783.6469338,7.6,-0.002
1726275785.8544517,-0.99,-0.001,-0.006,0.021,1726275784.8270748,0.0,-3.0,1726275784.748954,0,1726275784.748954,8.6,-0.004
1726275786.959793,-0.99,-0.001,-0.006,0.021,1726275785.9326005,0.0,-3.0,1726275785.8544517,0,1726275785.8544517,7.8,0.0
1726275788.0471215,-0.99,-0.001,-0.006,0.021,1726275787.0381753,0.0,-3.1,1726275786.959793,0,1726275786.959793,8.4,-0.002
1726275789.1519954,-0.99,-0.001,-0.006,0.021,1726275788.1253092,0.0,-3.1,1726275788.0471215,0,1726275788.0471215,8.8,0.0
1726275790.2552905,-0.99,-0.001,-0.006,0.021,1726275789.2303295,0.0,-3.1,1726275789.1519954,0,1726275789.1519954,9.0,0.0
1726275791.359549,-0.99,-0.001,-0.006,0.021,1726275790.33365,0.0,-3.1,1726275790.2552905,0,1726275790.2552905,7.8,0.0
1726275792.4790666,-0.99,-0.001,-0.006,0.021,1726275791.4379447,0.0,-3.2,1726275791.359549,0,1726275791.359549,8.6,-0.002
1726275793.5826235,-0.99,-0.001,-0.006,0.021,1726275792.5574844,0.0,-3.2,1726275792.4634795,0,1726275792.4790666,8.0,0.0
1726275794.6881745,-0.99,-0.001,-0.006,0.021,1726275793.6610153,0.0,-3.2,1726275793.5826235,0,1726275793.5826235,7.6,-0.004
1726275795.8216558,-0.99,-0.001,-0.006,0.021,1726275794.7665308,0.0,-3.3,1726275794.6881745,0,1726275794.6881745,8.8,0.0
1726275796.9258258,-0.99,-0.001,-0.006,0.021,1726275795.8997927,0.0,-3.3,1726275795.8216558,0,1726275795.8216558,9.2,0.0
1726275798.047122,-0.99,-0.001,-0.006,0.021,1726275797.004253,0.0,-3.3,1726275796.9258258,0,1726275796.9258258,8.6,0.0
1726275799.1518984,-0.99,-0.001,-0.006,0.021,1726275798.1255436,0.0,-3.3,1726275798.047122,0,1726275798.047122,8.4,-0.002
1726275800.2865233,-0.99,-0.001,-0.006,0.021,1726275799.2303448,0.0,-3.4,1726275799.1518984,0,1726275799.1518984,8.0,0.002
1726275801.4208093,-0.99,-0.001,-0.006,0.021,1726275800.3646295,0.0,-3.4,1726275800.2865233,0,1726275800.2865233,8.4,-0.002
1726275802.5412407,-0.99,-0.001,-0.006,0.021,1726275801.4989161,0.0,-3.4,1726275801.4208093,0,1726275801.4208093,8.4,-0.002
1726275803.6769059,-0.99,-0.001,-0.006,0.021,1726275802.6193466,0.0,-3.4,1726275802.5412407,0,1726275802.5412407,8.2,-0.002
1726275804.8124824,-0.99,-0.001,-0.006,0.021,1726275803.755012,0.0,-3.5,1726275803.6769059,0,1726275803.6769059,9.2,0.0
1726275805.9486406,-0.99,-0.001,-0.006,0.021,1726275804.8906205,0.0,-3.5,1726275804.8124824,0,1726275804.8124824,8.2,-0.002
1726275807.0846076,-0.99,-0.001,-0.006,0.021,1726275806.0267463,0.0,-3.5,1726275805.9486406,0,1726275805.9486406,7.8,0.0
1726275808.2518995,-0.99,-0.001,-0.006,0.021,1726275807.1627133,0.0,-3.6,1726275807.0846076,0,1726275807.0846076,9.2,-0.002
1726275809.3889399,-0.99,-0.001,-0.006,0.021,1726275808.3300061,0.0,-3.6,1726275808.2518995,0,1726275808.2518995,8.6,0.0
1726275810.5406013,-0.99,-0.001,-0.006,0.021,1726275809.4670465,0.0,-3.6,1726275809.3889399,0,1726275809.3889399,8.4,-0.004
1726275811.6922681,-0.99,-0.001,-0.006,0.021,1726275810.6187072,0.0,-3.6,1726275810.5406013,0,1726275810.5406013,8.8,0.0
1726275812.8290277,-0.99,-0.001,-0.006,0.021,1726275811.7703736,0.0,-3.7,1726275811.6922681,0,1726275811.6922681,9.0,-0.002
1726275813.9802258,-0.99,-0.001,-0.006,0.021,1726275812.9071343,0.0,-3.7,1726275812.8290277,0,1726275812.8290277,9.0,-0.002
1726275815.1168141,-0.99,-0.001,-0.006,0.021,1726275814.0583358,0.0,-3.7,1726275813.9802258,0,1726275813.9802258,9.8,-0.002
1726275816.2684765,-0.99,-0.001,-0.006,0.021,1726275815.1949203,0.0,-3.7,1726275815.1168141,0,1726275815.1168141,8.2,0.0
1726275817.4206314,-0.99,-0.001,-0.006,0.021,1726275816.3465824,0.0,-3.8,1726275816.2684765,0,1726275816.2684765,7.8,0.0
1726275818.5722961,-0.99,-0.001,-0.006,0.021,1726275817.4987378,0.0,-3.8,1726275817.4206314,0,1726275817.4206314,8.4,0.0
1726275819.7090142,-0.99,-0.001,-0.006,0.021,1726275818.6504018,0.0,-3.8,1726275818.5722961,0,1726275818.5722961,8.8,-0.002
1726275820.8462803,-0.99,-0.001,-0.006,0.021,1726275819.787371,0.0,-3.8,1726275819.7090142,0,1726275819.7090142,7.2,0.0
1726275821.9980028,-0.99,-0.001,-0.006,0.021,1726275820.9246294,0.0,-3.9,1726275820.8462803,0,1726275820.8462803,8.6,0.0
1726275823.1351893,-0.99,-0.001,-0.006,0.021,1726275822.0605292,0.0,-3.9,1726275821.9980028,0,1726275821.9980028,8.2,-0.004
1726275824.287086,-0.99,-0.001,-0.006,0.021,1726275823.2133346,0.0,-3.9,1726275823.1351893,0,1726275823.1351893,8.8,0.0
1726275825.4231734,-0.99,-0.001,-0.006,0.021,1726275824.3656368,0.0,-3.9,1726275824.287086,0,1726275824.287086,8.0,-0.002
1726275826.55853,-0.99,-0.001,-0.006,0.021,1726275825.5015836,0.0,-3.9,1726275825.4231734,0,1726275825.4231734,8.8,-0.002
1726275827.7098725,-0.99,-0.001,-0.006,0.021,1726275826.6367104,0.0,-4.0,1726275826.55853,0,1726275826.55853,8.4,-0.002
1726275828.8618774,-0.99,-0.001,-0.006,0.021,1726275827.7881055,0.0,-4.0,1726275827.7098725,0,1726275827.7098725,9.0,-0.002
1726275830.015557,-0.99,-0.001,-0.006,0.021,1726275828.94007,0.0,-4.0,1726275828.8618774,0,1726275828.8618774,9.2,0.0
1726275831.167426,-0.99,-0.001,-0.006,0.021,1726275830.093907,0.0,-4.1,1726275830.015557,0,1726275830.015557,8.2,-0.002
1726275832.317682,-0.99,-0.001,-0.006,0.021,1726275831.2455332,0.0,-4.1,1726275831.167426,0,1726275831.167426,8.4,-0.002
1726275833.4711664,-0.99,-0.001,-0.006,0.021,1726275832.396104,0.0,-4.1,1726275832.317682,0,1726275832.317682,8.8,-0.002
1726275834.6226974,-0.99,-0.001,-0.006,0.021,1726275833.5495484,0.0,-4.1,1726275833.4711664,0,1726275833.4711664,9.6,0.0
1726275835.775239,-0.99,-0.001,-0.006,0.021,1726275834.7010903,0.0,-4.1,1726275834.6226974,0,1726275834.6226974,8.0,-0.002
1726275837.0382533,-0.99,-0.001,-0.006,0.021,1726275835.853554,0.0,-4.2,1726275835.775239,0,1726275835.775239,8.4,0.0
1726275838.2080693,-0.99,-0.001,-0.006,0.021,1726275837.1163864,0.0,-4.2,1726275837.0382533,0,1726275837.0382533,9.4,-0.002
1726275839.374995,-0.99,-0.001,-0.006,0.021,1726275838.270876,0.0,-4.2,1726275838.1924474,0,1726275838.2080693,9.2,0.0
1726275840.5430155,-0.99,-0.001,-0.006,0.021,1726275839.4533422,0.0,-4.2,1726275839.374995,0,1726275839.374995,8.0,-0.002
1726275841.7118833,-0.99,-0.001,-0.006,0.021,1726275840.621192,0.0,-4.2,1726275840.5430155,0,1726275840.5430155,8.6,-0.002
1726275842.880116,-0.99,-0.001,-0.006,0.021,1726275841.7902796,0.0,-4.3,1726275841.7118833,0,1726275841.7118833,8.4,-0.002
1726275844.0638437,-0.99,-0.001,-0.006,0.021,1726275842.9585066,0.0,-4.3,1726275842.880116,0,1726275842.880116,8.4,0.0
1726275845.215949,-0.99,-0.001,-0.006,0.021,1726275844.126648,0.0,-4.3,1726275844.0638437,0,1726275844.0638437,8.2,0.0
1726275846.416378,-0.99,-0.001,-0.006,0.021,1726275845.2943404,0.0,-4.4,1726275845.215949,0,1726275845.215949,8.6,0.0
1726275847.6008117,-0.99,-0.001,-0.006,0.021,1726275846.494769,0.0,-4.4,1726275846.416378,0,1726275846.416378,8.2,-0.002
1726275848.7847092,-0.99,-0.001,-0.006,0.021,1726275847.6789887,0.0,-4.4,1726275847.6008117,0,1726275847.6008117,8.6,0.0
1726275849.9524834,-0.99,-0.001,-0.006,0.021,1726275848.847375,0.0,-4.4,1726275848.7690868,0,1726275848.7690868,9.2,-0.004
1726275851.1372926,-0.99,-0.001,-0.006,0.021,1726275850.0306096,0.0,-4.4,1726275849.9524834,0,1726275849.9524834,8.8,-0.002
1726275852.320389,-0.99,-0.001,-0.006,0.021,1726275851.2158284,0.0,-4.4,1726275851.1372926,0,1726275851.1372926,9.0,-0.002
1726275853.5204186,-0.99,-0.001,-0.006,0.021,1726275852.3989701,0.0,-4.4,1726275852.320389,0,1726275852.320389,7.2,0.0
1726275854.7049153,-0.99,-0.001,-0.006,0.021,1726275853.5987802,0.0,-4.4,1726275853.5204186,0,1726275853.5204186,7.8,-0.002
1726275855.9055088,-0.99,-0.001,-0.006,0.021,1726275854.783062,0.0,-4.4,1726275854.7049153,0,1726275854.7049153,7.6,-0.002
1726275857.0893378,-0.99,-0.001,-0.006,0.021,1726275855.983847,0.0,-4.3,1726275855.9055088,0,1726275855.9055088,8.4,-0.002
1726275858.2735884,-0.99,-0.001,-0.006,0.021,1726275857.1676657,0.0,-4.1,1726275857.0893378,0,1726275857.0893378,8.8,0.0
1726275859.4723215,-0.99,-0.001,-0.006,0.021,1726275858.351666,0.0,-4.0,1726275858.2735884,0,1726275858.2735884,9.2,-0.004
1726275860.6715605,-0.99,-0.001,-0.006,0.021,1726275859.5504286,0.0,-3.8,1726275859.4723215,0,1726275859.4723215,8.6,0.0
1726275861.8414843,-0.99,-0.001,-0.006,0.021,1726275860.734129,0.0,-3.6,1726275860.6715605,0,1726275860.6715605,9.6,-0.002
1726275863.040779,-0.99,-0.001,-0.006,0.021,1726275861.9196692,0.0,-3.4,1726275861.8414843,0,1726275861.8414843,8.6,-0.002
1726275864.2410734,-0.99,-0.001,-0.006,0.021,1726275863.1191907,0.0,-3.3,1726275863.040779,0,1726275863.040779,8.4,-0.002
1726275865.4260933,-0.99,-0.001,-0.006,0.021,1726275864.3192098,0.0,-3.2,1726275864.2410734,0,1726275864.2410734,7.8,0.0
1726275866.6240036,-0.99,-0.001,-0.006,0.021,1726275865.504456,0.0,-3.1,1726275865.4260933,0,1726275865.4260933,9.0,0.0
1726275867.8251736,-0.99,-0.001,-0.006,0.021,1726275866.7020836,0.0,-3.1,1726275866.6240036,0,1726275866.6240036,9.0,-0.002
1726275869.0109746,-0.99,-0.001,-0.006,0.021,1726275867.9035585,0.0,-3.0,1726275867.8251736,0,1726275867.8251736,8.0,-0.002
1726275870.211038,-0.99,-0.001,-0.006,0.021,1726275869.089152,0.0,-3.0,1726275869.0109746,0,1726275869.0109746,9.0,-0.002
1726275871.4095442,-0.99,-0.001,-0.006,0.021,1726275870.2894754,0.0,-3.0,1726275870.211038,0,1726275870.211038,8.6,-0.004
1726275872.610051,-0.99,-0.001,-0.006,0.021,1726275871.4879756,0.0,-3.0,1726275871.4095442,0,1726275871.4095442,8.2,-0.002
1726275873.808679,-0.99,-0.001,-0.006,0.021,1726275872.688158,0.0,-3.0,1726275872.610051,0,1726275872.610051,9.2,0.0
1726275875.025928,-0.99,-0.001,-0.006,0.021,1726275873.8871224,0.0,-3.0,1726275873.808679,0,1726275873.808679,8.6,0.0
1726275876.2267017,-0.99,-0.001,-0.006,0.021,1726275875.104531,0.0,-3.0,1726275875.025928,0,1726275875.025928,8.6,-0.002
1726275877.4418314,-0.99,-0.001,-0.006,0.021,1726275876.3050373,0.0,-3.0,1726275876.2267017,0,1726275876.2267017,8.0,-0.002
1726275878.6260326,-0.99,-0.001,-0.006,0.021,1726275877.5046086,0.0,-3.0,1726275877.4418314,0,1726275877.4418314,8.4,-0.004
1726275879.8728592,-0.99,-0.001,-0.006,0.021,1726275878.7044241,0.0,-3.0,1726275878.6260326,0,1726275878.6260326,8.8,0.0
1726275881.074205,-0.99,-0.001,-0.006,0.021,1726275879.9355774,0.0,-3.0,1726275879.8572013,0,1726275879.8728592,7.8,-0.002
1726275882.307127,-0.99,-0.001,-0.006,0.021,1726275881.1523757,0.0,-3.0,1726275881.074205,0,1726275881.074205,8.0,-0.002
1726275883.538593,-0.99,-0.001,-0.006,0.021,1726275882.385314,0.0,-3.1,1726275882.307127,0,1726275882.307127,7.4,0.0
1726275884.754977,-0.99,-0.001,-0.006,0.021,1726275883.6169894,0.0,-3.1,1726275883.538593,0,1726275883.538593,7.4,-0.002
1726275885.9849787,-0.99,-0.001,-0.006,0.021,1726275884.8330848,0.0,-3.1,1726275884.754977,0,1726275884.754977,8.8,0.0
1726275887.2018127,-0.99,-0.001,-0.006,0.021,1726275886.0635872,0.0,-3.1,1726275885.9849787,0,1726275885.9849787,9.2,0.0
1726275888.4342172,-0.99,-0.001,-0.006,0.021,1726275887.2802284,0.0,-3.1,1726275887.2018127,0,1726275887.2018127,8.4,0.0
1726275889.6507802,-0.99,-0.001,-0.006,0.021,1726275888.5126264,0.0,-3.2,1726275888.4342172,0,1726275888.4342172,9.0,-0.002
1726275890.8667946,-0.99,-0.001,-0.006,0.021,1726275889.7291555,0.0,-3.2,1726275889.6507802,0,1726275889.6507802,8.6,-0.002
1726275892.097977,-0.99,-0.001,-0.006,0.021,1726275890.9451957,0.0,-3.3,1726275890.8667946,0,1726275890.8667946,9.2,0.0
1726275893.330444,-0.99,-0.001,-0.006,0.021,1726275892.176339,0.0,-3.3,1726275892.097977,0,1726275892.097977,9.2,0.0
1726275894.5626953,-0.99,-0.001,-0.006,0.021,1726275893.4086256,0.0,-3.3,1726275893.330444,0,1726275893.330444,8.8,0.0
