Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1743029204.1681046,nan,nan,nan,nan,nan,nan,1743029204.1681046,nan,nan,nan,nan,nan,nan,1743029204.1681046,nan,nan,1743029204.1681046,nan,1743029204.1681046,nan,nan,1743029229.477251,nan,nan,nan,nan,1743029204.1681046,nan
1743029230.5249636,39.95,19251.709,0.123,56.463,0.485,0.055,1743029230.5199814,50.005,25652.508,34365.965,-28.321,-286.372,1.0,1743029230.8590934,78.1,-4.3,1743029230.4649153,2,1743029230.6872349,3383.520000000001,5.604399999999999,1743029231.4661586,nan,nan,nan,nan,1743029204.1681046,nan
1743029231.5154514,39.955,19220.564,0.123,56.463,0.485,0.047,1743029231.526695,50.005,25652.508,34365.965,-28.321,-286.372,1.0,1743029231.818882,78.19,-4.3,1743029231.4651914,577,1743029231.6771379,3404.8399999999992,4.121066666666665,1743029232.4815137,nan,nan,nan,nan,1743029204.1681046,nan
1743029232.5623155,39.956,19203.164,0.123,57.316,0.484,0.047,1743029232.5383575,50.002,25651.686,34390.66,-28.248,-286.045,1.0,1743029232.8132477,78.15,-4.2,1743029232.4795108,1170,1743029232.7008677,3527.613333333333,5.5104,1743029233.487354,nan,nan,nan,nan,1743029204.1681046,nan
1743029233.5460865,39.947,19153.939,0.129,57.316,0.484,0.046,1743029233.5440915,50.002,25651.632,34416.588,-28.642,-286.134,1.0,1743029233.8212206,78.25,-4.2,1743029233.4853892,1784,1743029233.7082376,3477.64,2.244800000000001,1743029234.481021,nan,nan,nan,nan,1743029204.1681046,nan
1743029233.5460865,39.947,19153.939,0.129,57.316,0.484,0.046,1743029233.5440915,50.002,25651.632,34416.588,-28.642,-286.134,1.0,1743029233.8212206,78.25,-4.2,1743029233.4853892,1784,1743029233.7082376,3477.64,2.244800000000001,1743029234.481021,nan,nan,nan,nan,1743029204.1681046,nan
1743029235.5686154,39.997,19133.07,0.127,55.709,0.483,0.052,1743029235.5410056,49.999,25650.588,34412.027,-28.269,-285.956,1.0,1743029235.8519485,78.3,-3.9,1743029235.4819937,45516,1743029235.7058487,3452.7733333333335,1.550533333333333,1743029236.4835722,nan,nan,nan,nan,1743029204.1681046,nan
1743029236.5484014,39.997,19133.07,0.127,55.709,0.483,0.052,1743029236.5484014,49.998,25650.736,34401.995,-27.942,-285.653,1.0,1743029236.7974477,78.29,-3.8,1743029236.4818387,49104,1743029236.6966834,3331.4933333333333,2.207599999999999,1743029237.489009,nan,nan,nan,nan,1743029204.1681046,nan
1743029237.5458968,39.968,19114.393,0.127,56.526,0.484,0.052,1743029237.5498457,49.998,25650.688,34405.698,-27.838,-285.513,1.0,1743029237.8518853,78.41,-3.6,1743029237.4861336,52712,1743029237.7051144,3303.2799999999993,1.3743999999999992,1743029238.4865334,nan,nan,nan,nan,1743029204.1681046,nan
1743029238.5517144,39.996,19109.639,0.141,56.526,0.484,0.048,1743029238.55576,49.999,25649.059,34421.437,-28.234,-285.267,1.0,1743029238.8445692,78.4,-3.4,1743029238.4845388,56202,1743029238.6945329,3364.5066666666667,3.6672,1743029239.484787,nan,nan,nan,nan,1743029204.1681046,nan
1743029239.791585,39.997,19110.963,0.141,56.012,0.484,0.048,1743029239.5487092,49.999,25649.059,34421.437,-28.234,-285.267,1.0,1743029239.8368292,78.45,-3.3,1743029239.482174,59698,1743029239.7014704,nan,3.161200000000001,1743029240.483966,nan,nan,nan,nan,1743029204.1681046,nan
