Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Laser Distance Sensor: Melt Rate (cm/s),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Abakus Particle Counter: Bins,Abakus Particle Counter: Counts/Bin,Abakus Particle Counter: Incremental Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1749837365.6601026,nan,nan,nan,nan,nan,nan,1749837365.218955,50.0,25765.453,9314.611,-12.716,-106.649,nan,1749837365.6958797,63.77,-2.4,nan,1749837365.155943,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837365.368716,8.84,-0.017200000000000003,1749837365.2469957,500.0,101.02596347336797,1010.2780151367188,25.0,1749837329.8449774,nan
1749837365.6601026,nan,nan,nan,nan,nan,nan,1749837365.218955,50.0,25765.453,9314.611,-12.716,-106.649,nan,1749837365.6958797,63.77,-2.4,nan,1749837365.155943,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837365.368716,8.84,-0.017200000000000003,1749837365.2469957,500.0,101.02596347336797,1010.2780151367188,25.0,1749837329.8449774,nan
1749837367.6694565,nan,nan,nan,nan,nan,nan,1749837367.2137072,49.998,25762.702,9310.18,-12.475,-107.216,nan,1749837367.6949708,63.75,-2.5,nan,1749837367.1515274,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837367.367443,8.24,-0.016666666666666666,1749837367.2438133,500.0,101.02908850317104,1010.2927856445312,25.0,1749837329.8449774,nan
1749837368.6647255,nan,nan,nan,nan,nan,nan,1749837368.223625,49.996,25760.399,9314.091,-12.747,-107.116,nan,1749837368.719914,63.73,-2.6,-0.0037351834657872304,1749837368.1630692,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837368.3900056,8.52,-0.015866666666666675,1749837368.2498164,500.0,101.02596347336797,1010.2686767578125,25.0,1749837329.8449774,nan
1749837369.669877,nan,nan,nan,nan,nan,nan,1749837369.2280147,49.995,25758.608,9314.099,-12.736,-105.923,nan,1749837369.7103567,63.76,-2.6,nan,1749837369.164626,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837369.3804545,9.4,-0.017066666666666664,1749837369.2403846,500.0,101.02283844356491,1010.2396240234375,25.0,1749837329.8449774,nan
1749837370.68184,nan,nan,nan,nan,nan,nan,1749837370.2371144,49.998,25759.338,9316.09,-12.814,-106.884,nan,1749837370.6875267,63.78,-2.6,nan,1749837370.1755748,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837370.3867235,9.133333333333333,-0.016800000000000006,1749837370.2623744,500.0,101.02908850317104,1010.3181762695312,25.0,1749837329.8449774,nan
1749837371.6776347,nan,nan,nan,nan,nan,nan,1749837371.2264404,49.999,25758.237,9316.491,-12.657,-106.866,nan,1749837371.6951308,63.74,-2.6,nan,1749837371.162121,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837371.3774872,8.506666666666668,-0.01693333333333334,1749837371.2532685,500.0,101.02908850317104,1010.2875366210938,25.0,1749837329.8449774,nan
1749837372.6701927,nan,nan,nan,nan,nan,nan,1749837372.2177846,49.999,25757.777,9317.2,-12.832,-107.714,nan,1749837372.6552153,63.74,-2.6,nan,1749837372.1542861,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837372.36928,9.133333333333335,-0.016799999999999995,1749837372.2434368,500.0,101.02596347336797,1010.2606811523438,25.0,1749837329.8449774,nan
1749837373.6796906,nan,nan,nan,nan,nan,nan,1749837373.2241018,49.997,25756.141,9311.078,-12.213,-105.931,nan,1749837373.7111213,63.74,-2.5,-0.001602818600997801,1749837373.1607935,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837373.3756976,8.52,-0.015600000000000006,1749837373.2498345,500.0,101.02596347336797,1010.2506713867188,25.0,1749837329.8449774,nan
1749837374.662133,nan,nan,nan,nan,nan,nan,1749837374.2164714,49.997,25755.526,9318.076,-12.821,-107.434,nan,1749837374.7037425,63.77,-2.4,nan,1749837374.1576054,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837374.3818347,8.266666666666666,-0.01573333333333334,1749837374.2401648,500.0,101.02908850317104,1010.2966918945312,25.0,1749837329.8449774,nan
1749837375.6694448,nan,nan,nan,nan,nan,nan,1749837375.2142162,49.996,25753.847,9315.548,-12.571,-106.677,nan,1749837375.695257,63.77,-2.3,nan,1749837375.1535451,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837375.3733923,8.506666666666668,-0.014400000000000005,1749837375.2306368,500.0,101.02596347336797,1010.2645263671875,25.0,1749837329.8449774,nan
1749837376.6645923,nan,nan,nan,nan,nan,nan,1749837376.2051792,49.996,25751.594,9314.332,-12.548,-106.349,nan,1749837376.7835245,63.79,-2.2,nan,1749837376.1500993,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837376.363556,8.573333333333332,-0.01533333333333334,1749837376.2212543,500.0,101.02596347336797,1010.259765625,25.0,1749837329.8449774,nan
1749837377.6779952,nan,nan,nan,nan,nan,nan,1749837377.2220612,49.998,25751.298,9318.784,-12.789,-106.486,nan,1749837377.6779952,63.74,-2.1,nan,1749837377.1622639,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837377.3864577,8.360000000000003,-0.016000000000000007,1749837377.243402,500.0,101.02283844356491,1010.248046875,25.0,1749837329.8449774,nan
1749837378.6691856,nan,nan,nan,nan,nan,nan,1749837378.2120898,49.998,25750.859,9320.63,-12.817,-107.251,nan,1749837378.6872723,63.75,-2.0,0.0024115023891471818,1749837378.1526716,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837378.3775964,8.719999999999999,-0.016266666666666672,1749837378.2490208,500.0,101.02283844356491,1010.2355346679688,25.0,1749837329.8449774,nan
1749837379.694673,nan,nan,nan,nan,nan,nan,1749837379.2440171,49.998,25750.802,9318.743,-12.481,-106.294,nan,1749837379.7435625,63.73,-1.9,nan,1749837379.1814275,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837379.3998625,8.319999999999999,-0.015866666666666675,1749837379.2720647,500.0,101.02596347336797,1010.2598876953125,25.0,1749837329.8449774,nan
1749837379.694673,nan,nan,nan,nan,nan,nan,1749837379.2440171,49.998,25750.802,9318.743,-12.481,-106.294,nan,1749837379.7435625,63.73,-1.9,nan,1749837379.1814275,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837379.3998625,8.319999999999999,-0.015866666666666675,1749837379.2720647,500.0,101.02596347336797,1010.2598876953125,25.0,1749837329.8449774,nan
1749837380.6902423,nan,nan,nan,nan,nan,nan,1749837380.2313302,50.0,25751.223,9319.211,-12.339,-107.109,nan,1749837380.7037852,63.74,-1.8,nan,1749837380.173926,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837380.3909495,9.133333333333335,-0.016000000000000007,1749837380.2623177,500.0,101.02596347336797,1010.2453002929688,25.0,1749837329.8449774,nan
1749837382.6489117,nan,nan,nan,nan,nan,nan,1749837382.2087035,50.0,25751.08,9319.476,-12.675,-107.943,nan,1749837382.6545522,63.78,-1.7,nan,1749837382.1458862,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837382.3580654,8.946666666666665,-0.016666666666666666,1749837382.2114277,500.0,101.02596347336797,1010.2705688476562,25.0,1749837329.8449774,nan
1749837382.6489117,nan,nan,nan,nan,nan,nan,1749837382.2087035,50.0,25751.08,9319.476,-12.675,-107.943,nan,1749837382.6545522,63.78,-1.7,nan,1749837382.1458862,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837382.3580654,8.946666666666665,-0.016666666666666666,1749837382.2114277,500.0,101.02596347336797,1010.2705688476562,25.0,1749837329.8449774,nan
1749837384.6570275,nan,nan,nan,nan,nan,nan,1749837384.208595,50.003,25756.031,9323.311,-12.789,-106.776,nan,1749837384.7503066,63.78,-1.8,nan,1749837384.1550987,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837384.369976,9.280000000000001,-0.014400000000000005,1749837384.2390997,500.0,101.02596347336797,1010.269287109375,25.0,1749837329.8449774,nan
1749837385.6533139,nan,nan,nan,nan,nan,nan,1749837385.2144449,50.004,25757.927,9314.707,-12.021,-106.136,nan,1749837385.695804,63.74,-1.8,nan,1749837385.149574,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837385.3762698,8.599999999999998,-0.016000000000000007,1749837385.2458358,500.0,101.02596347336797,1010.26953125,25.0,1749837329.8449774,nan
1749837386.6765754,nan,nan,nan,nan,nan,nan,1749837386.2217908,50.003,25758.551,9323.504,-12.98,-107.18,nan,1749837386.7197535,63.76,-1.8,nan,1749837386.160934,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837386.3832438,9.506666666666664,-0.015066666666666673,1749837386.252317,500.0,101.02283844356491,1010.2461547851562,25.0,1749837329.8449774,nan
1749837387.6597998,nan,nan,nan,nan,nan,nan,1749837387.2155218,50.0,25757.259,9322.265,-12.733,-106.595,nan,1749837387.7274828,63.77,-1.9,0.001120501222470706,1749837387.1579351,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837387.3747292,9.133333333333335,-0.01640000000000001,1749837387.2426078,500.0,101.02596347336797,1010.2811889648438,25.0,1749837329.8449774,nan
1749837388.6560533,nan,nan,nan,nan,nan,nan,1749837388.2081213,50.001,25757.166,9324.65,-12.854,-107.798,nan,1749837388.719302,63.72,-1.9,nan,1749837388.151493,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837388.3641846,9.293333333333331,-0.016000000000000007,1749837388.2331865,500.0,101.02596347336797,1010.2627563476562,25.0,1749837329.8449774,nan
1749837389.6808004,nan,nan,nan,nan,nan,nan,1749837389.226758,50.001,25758.143,9320.747,-12.614,-105.614,nan,1749837389.6788096,63.79,-2.0,nan,1749837389.163248,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837389.3878796,8.266666666666667,-0.01706666666666667,1749837389.2553167,500.0,101.02908850317104,1010.2821655273438,25.0,1749837329.8449774,nan
1749837389.6808004,nan,nan,nan,nan,nan,nan,1749837389.226758,50.001,25758.143,9320.747,-12.614,-105.614,nan,1749837389.6788096,63.79,-2.0,nan,1749837389.163248,0,"[8, 9, 10, 11, 12, 13, 14, 16, 18, 20, 22, 24, 26, 28, 30, 32, 34, 37, 40, 43, 46, 49, 52, 55, 58, 62, 66, 70, 75, 80, 90, 100]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1749837389.3878796,8.266666666666667,-0.01706666666666667,1749837389.2553167,500.0,101.02908850317104,1010.2821655273438,25.0,1749837329.8449774,nan
