Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1742329089.1038876,nan,nan,nan,nan,nan,nan,1742329089.1038876,nan,nan,nan,nan,nan,nan,1742329089.1038876,nan,nan,1742329089.1038876,nan,1742329089.1038876,nan,nan,1742329118.2683678,nan,nan,nan,nan,1742329089.1038876,nan
1742329118.3609545,39.983,24062.1,0.049,24062.1,0.049,0.337,1742329118.3283026,49.999,25806.826,27989.132,-41.107,-401.472,5.0,1742329118.3818786,81.11,-2.7,1742329118.2671068,0,1742329118.4875026,6.986666666666667,-0.014666666666666672,1742329119.251157,nan,nan,nan,nan,1742329089.1038876,nan
1742329119.3194396,40.005,24065.082,0.049,24065.082,0.049,0.315,1742329119.3031063,49.997,25804.952,28005.953,-41.25,-402.217,5.0,1742329119.3740616,81.09,-2.6,1742329119.2491481,0,1742329119.461546,7.093333333333335,-0.016000000000000007,1742329120.2716463,nan,nan,nan,nan,1742329089.1038876,nan
1742329120.3480434,40.005,24064.371,0.042,24064.371,0.042,0.315,1742329120.3349845,49.995,25801.939,28014.677,-41.225,-401.246,5.0,1742329120.3983133,81.1,-2.6,1742329120.26968,0,1742329120.4863799,7.72,-0.0168,1742329121.288574,nan,nan,nan,nan,1742329089.1038876,nan
1742329121.348896,40.024,24079.092,-0.017,24079.092,-0.017,0.371,1742329121.3498993,49.997,25803.281,28033.819,-40.93,-402.205,5.0,1742329121.4068348,81.11,-2.5,1742329121.2834973,0,1742329121.508554,7.52,-0.016000000000000007,1742329122.2945998,nan,nan,nan,nan,1742329089.1038876,nan
1742329122.3758552,40.003,24079.004,-0.017,24079.004,-0.017,0.371,1742329122.3606815,50.0,25804.641,28056.445,-41.142,-401.781,5.0,1742329122.4147165,81.08,-2.5,1742329122.2906108,0,1742329122.516945,7.386666666666668,-0.016800000000000002,1742329123.2845905,nan,nan,nan,nan,1742329089.1038876,nan
1742329123.4097705,40.003,24079.004,-0.017,24079.004,-0.017,0.371,1742329123.3452587,50.001,25805.64,28070.32,-40.369,-401.934,5.0,1742329123.4063747,81.08,-2.6,1742329123.2807312,0,1742329123.506875,7.786666666666667,-0.016000000000000007,1742329124.2685537,nan,nan,nan,nan,1742329089.1038876,nan
1742329124.4000528,40.02,24092.932,-0.009,24092.932,-0.009,0.338,1742329124.3262763,50.001,25805.924,28105.583,-40.928,-401.822,5.0,1742329124.3828619,81.07,-2.6,1742329124.2663689,0,1742329124.4819891,7.52,-0.0168,1742329125.276003,nan,nan,nan,nan,1742329089.1038876,nan
1742329125.3340409,40.02,24092.932,-0.009,24092.932,-0.009,0.336,1742329125.3441482,49.999,25804.586,28149.821,-41.169,-401.799,5.0,1742329125.390311,81.11,-2.6,1742329125.2730117,0,1742329125.4892116,7.493333333333333,-0.016000000000000007,1742329126.2632518,nan,nan,nan,nan,1742329089.1038876,nan
1742329126.3197143,39.991,24082.838,0.035,24082.838,0.035,0.336,1742329126.3197143,50.003,25807.912,28163.625,-40.304,-401.818,5.0,1742329126.3823056,81.11,-2.7,1742329126.2614703,0,1742329126.4804833,7.160000000000001,-0.014666666666666672,1742329127.2866523,nan,nan,nan,nan,1742329089.1038876,nan
1742329127.4201694,39.991,24082.838,0.035,24082.838,0.035,0.336,1742329127.34156,49.998,25804.814,28234.294,-41.022,-402.048,5.0,1742329127.4068818,81.06,-2.8,1742329127.2833557,0,1742329127.503392,7.746666666666666,-0.016666666666666666,1742329128.3032062,nan,nan,nan,nan,1742329089.1038876,nan
1742329128.395644,39.994,24085.332,0.035,24085.332,0.035,0.363,1742329128.3621497,50.0,25805.329,28252.384,-41.031,-401.864,5.0,1742329128.429885,81.09,-2.8,1742329128.3012295,0,1742329128.526367,7.613333333333335,-0.01693333333333333,1742329129.3074465,nan,nan,nan,nan,1742329089.1038876,nan
1742329129.3768804,40.023,24108.875,0.033,24108.875,0.033,0.363,1742329129.3678255,50.001,25806.816,28280.042,-41.088,-401.439,5.0,1742329129.4226072,81.1,-2.9,1742329129.304486,0,1742329129.5169837,7.413333333333332,-0.016799999999999995,1742329130.2842271,nan,nan,nan,nan,1742329089.1038876,nan
1742329130.3640714,40.023,24122.088,0.033,24122.088,0.033,0.436,1742329130.3467536,50.0,25806.37,28294.063,-40.755,-402.137,5.0,1742329130.3996692,81.09,-3.0,1742329130.2812264,0,1742329130.4926348,7.519999999999999,-0.017466666666666665,1742329131.2825885,nan,nan,nan,nan,1742329089.1038876,nan
1742329131.3371482,40.023,24122.088,0.066,24122.088,0.066,0.436,1742329131.3484483,50.005,25811.176,28328.02,-40.89,-401.847,5.0,1742329131.4101677,81.08,-3.0,1742329131.280603,0,1742329131.5002923,7.12,-0.016800000000000002,1742329132.2842247,nan,nan,nan,nan,1742329089.1038876,nan
1742329132.3432302,39.993,24119.272,0.066,24119.272,0.066,0.363,1742329132.3402388,50.007,25813.95,28326.851,-40.849,-402.002,5.0,1742329132.4012978,81.08,-3.0,1742329132.2822607,0,1742329132.5063097,7.226666666666668,-0.017199999999999997,1742329133.298435,nan,nan,nan,nan,1742329089.1038876,nan
1742329133.365471,40.001,24124.751,0.041,24124.751,0.041,0.363,1742329133.3615105,50.003,25814.971,28322.798,-41.137,-402.147,5.0,1742329133.4247363,81.09,-2.9,1742329133.2954223,0,1742329133.5133538,6.893333333333332,-0.016000000000000007,1742329134.3170354,nan,nan,nan,nan,1742329089.1038876,nan
1742329134.3710387,39.97,24103.66,0.041,24103.66,0.041,0.363,1742329134.3821743,50.003,25816.057,28314.563,-41.257,-401.944,5.0,1742329134.4308298,81.08,-2.9,1742329134.3140564,0,1742329134.537009,7.119999999999999,-0.016000000000000007,1742329135.32916,nan,nan,nan,nan,1742329089.1038876,nan
1742329135.3818972,40.007,24125.675,0.022,24125.675,0.022,0.354,1742329135.3959439,49.999,25813.823,28277.09,-40.762,-402.193,5.0,1742329135.4557595,81.11,-2.8,1742329135.327014,0,1742329135.5435321,7.066666666666665,-0.016000000000000007,1742329136.338474,nan,nan,nan,nan,1742329089.1038876,nan
1742329136.41438,39.995,24118.621,0.022,24118.621,0.022,0.354,1742329136.3970563,50.0,25814.758,28255.549,-40.988,-401.933,5.0,1742329136.4636629,81.09,-2.7,1742329136.3362293,0,1742329136.5505934,7.480000000000002,-0.01693333333333333,1742329137.3507009,nan,nan,nan,nan,1742329089.1038876,nan
1742329137.427349,39.988,24107.864,0.022,24107.864,0.022,0.244,1742329137.4052153,49.998,25814.256,28247.002,-41.148,-401.51,5.0,1742329137.475151,81.09,-2.6,1742329137.3474877,0,1742329137.5732548,7.680000000000003,-0.015200000000000007,1742329138.3558645,nan,nan,nan,nan,1742329089.1038876,nan
1742329138.4123774,39.99,24107.416,0.022,24107.416,0.022,0.244,1742329138.410383,50.005,25819.727,28229.728,-41.188,-402.17,5.0,1742329138.4813492,81.1,-2.5,1742329138.3529253,0,1742329138.5806303,6.64,-0.016000000000000007,1742329139.370815,nan,nan,nan,nan,1742329089.1038876,nan
1742329139.4702992,39.989,24094.723,0.029,24094.723,0.029,0.244,1742329139.4306128,50.006,25822.044,28203.725,-41.016,-401.539,5.0,1742329139.4897106,81.09,-2.5,1742329139.3690484,0,1742329139.586888,7.386666666666666,-0.016000000000000007,1742329140.3596807,nan,nan,nan,nan,1742329089.1038876,nan
1742329140.4434187,39.972,24074.242,0.029,24074.242,0.029,0.321,1742329140.423135,50.003,25820.917,28185.262,-40.843,-401.476,5.0,1742329140.4831185,81.09,-2.4,1742329140.356563,0,1742329140.5788596,7.160000000000001,-0.016000000000000007,1742329141.3685105,nan,nan,nan,nan,1742329089.1038876,nan
1742329141.435712,39.972,24074.242,0.017,24074.242,0.017,0.321,1742329141.428731,49.998,25818.331,28150.481,-40.683,-401.554,5.0,1742329141.48652,81.1,-2.4,1742329141.36538,0,1742329141.5855625,7.293333333333331,-0.015466666666666674,1742329142.3691998,nan,nan,nan,nan,1742329089.1038876,nan
1742329142.4849691,39.998,24076.829,0.017,24076.829,0.017,0.328,1742329142.431942,49.998,25815.45,28091.101,-41.029,-401.752,5.0,1742329142.49397,81.09,-2.4,1742329142.3674867,0,1742329142.5923376,6.973333333333333,-0.016000000000000007,1742329143.3542798,nan,nan,nan,nan,1742329089.1038876,nan
1742329143.4113781,39.992,24072.254,0.083,24072.254,0.083,0.328,1742329143.4072495,49.998,25815.45,28091.101,-41.029,-401.752,5.0,1742329143.469861,81.08,-2.4,1742329143.3523254,0,1742329143.5664632,7.826666666666665,-0.014400000000000005,1742329144.3710234,nan,nan,nan,nan,1742329089.1038876,nan
1742329144.4184601,39.992,24073.559,0.083,24073.559,0.083,0.365,1742329144.4296749,49.996,25812.489,28054.137,-41.029,-401.957,5.0,1742329144.4936116,81.09,-2.5,1742329144.3678918,0,1742329144.5898826,7.813333333333333,-0.01573333333333334,1742329145.3740468,nan,nan,nan,nan,1742329089.1038876,nan
1742329145.424717,39.992,24073.559,0.041,24073.559,0.041,0.365,1742329145.4357357,50.0,25813.297,28046.157,-41.047,-401.61,5.0,1742329145.4856808,81.08,-2.5,1742329145.3710644,0,1742329145.5973814,7.293333333333333,-0.016000000000000007,1742329146.399684,nan,nan,nan,nan,1742329089.1038876,nan
1742329146.44708,39.985,24066.584,0.041,24066.584,0.041,0.365,1742329146.4576366,50.001,25814.934,28048.809,-41.129,-401.82,5.0,1742329146.5263844,81.07,-2.6,1742329146.3978193,0,1742329146.620813,7.613333333333333,-0.016399999999999994,1742329147.39276,nan,nan,nan,nan,1742329089.1038876,nan
1742329147.4536452,40.001,24075.312,0.041,24075.312,0.041,0.336,1742329147.448607,50.005,25818.665,28071.348,-41.669,-401.564,5.0,1742329147.5176218,81.09,-2.6,1742329147.3911088,0,1742329147.6117814,7.253333333333332,-0.015066666666666673,1742329148.3940957,nan,nan,nan,nan,1742329089.1038876,nan
1742329148.4518898,40.014,24084.127,0.023,24084.127,0.023,0.336,1742329148.4558496,50.004,25821.361,28085.894,-40.627,-402.583,5.0,1742329148.5097415,81.09,-2.7,1742329148.392448,0,1742329148.6180077,7.56,-0.01693333333333333,1742329149.3931284,nan,nan,nan,nan,1742329089.1038876,nan
