Picarro Gas: time (epoch),Picarro Gas: CavityPressure,Picarro Gas: OutletValve,Picarro Gas: CO,Picarro Gas: CO2,Picarro Gas: CH4,Picarro Gas: H2O,Picarro Water: time (epoch),Picarro Water: CavityPressure,Picarro Water: OutletValve,Picarro Water: H2O,Picarro Water: Delta_18,Picarro Water: Delta_D,Picarro Water: ValcoPosition,Laser Distance Sensor: time (epoch),Laser Distance Sensor: Distance (cm),Laser Distance Sensor: Temperature (C),Abakus Particle Counter: time (epoch),Abakus Particle Counter: Total Counts,Flowmeter: time (epoch),Flowmeter: SLI2000 (uL/min),Flowmeter: SLS1500 (mL/min),Bronkhorst Pressure: time (epoch),Bronkhorst Pressure: Setpoint (mbar a),Bronkhorst Pressure: Measurement (%),Bronkhorst Pressure: Measurement (mbar a),Bronkhorst Pressure: Temperature (C),Melthead: time (epoch),Melthead: Temperature (Not Yet Integrated)
1743551346.0026906,39.971,23733.744,-0.037,1.598,0.001,0.006,1743551346.0067065,49.998,25662.191,1585.263,-39.227,-341.142,5.0,1743551346.0222514,nan,-3.1,1743551345.946211,2,1743551346.1688113,4.4799999999999995,-0.004266666666666668,1743551346.9737787,nan,nan,nan,nan,1743551318.7067735,nan
1743551346.0026906,39.971,23733.744,-0.037,1.598,0.001,0.006,1743551346.0067065,49.998,25662.191,1585.263,-39.227,-341.142,5.0,1743551346.0222514,nan,-3.1,1743551345.946211,2,1743551346.1688113,4.4799999999999995,-0.004266666666666668,1743551346.9737787,nan,nan,nan,nan,1743551318.7067735,nan
1743551347.2229054,39.95,23710.62,-0.037,1.57,0.001,0.006,1743551347.0268488,49.999,25662.017,1470.805,-39.57,-339.729,5.0,1743551347.0513947,nan,-3.2,1743551346.9737787,3,1743551347.1927476,66.69333333333334,-0.006800000000000002,1743551347.9558988,nan,nan,nan,nan,1743551318.7067735,nan
1743551349.021164,39.957,23686.021,0.004,1.57,0.001,0.004,1743551349.00561,49.999,25661.137,1277.837,-39.78,-337.182,5.0,1743551349.0121534,nan,-3.3,1743551348.9452858,7,1743551349.1603644,0.973333333333332,-0.006000000000000002,1743551349.964081,nan,nan,nan,nan,1743551318.7067735,nan
1743551349.021164,39.957,23686.021,0.004,1.57,0.001,0.004,1743551349.00561,49.999,25661.137,1277.837,-39.78,-337.182,5.0,1743551349.0121534,nan,-3.3,1743551348.9452858,7,1743551349.1603644,0.973333333333332,-0.006000000000000002,1743551349.964081,nan,nan,nan,nan,1743551318.7067735,nan
1743551351.013798,39.98,23674.258,0.008,1.541,0.001,0.004,1743551351.013798,50.002,25663.537,1123.317,-39.932,-338.114,5.0,1743551351.0439303,nan,-3.3,1743551350.9636025,15,1743551351.1803515,6.559999999999999,-0.005066666666666668,1743551351.9744732,nan,nan,nan,nan,1743551318.7067735,nan
1743551351.013798,39.98,23674.258,0.008,1.541,0.001,0.004,1743551351.013798,50.002,25663.537,1123.317,-39.932,-338.114,5.0,1743551351.0439303,nan,-3.3,1743551350.9636025,15,1743551351.1803515,6.559999999999999,-0.005066666666666668,1743551351.9744732,nan,nan,nan,nan,1743551318.7067735,nan
1743551353.0614073,39.988,23672.805,-0.002,1.52,0.001,0.004,1743551353.0458777,50.003,25665.215,999.868,-40.972,-341.619,5.0,1743551353.0759344,nan,-3.2,1743551352.985211,18,1743551353.2028875,-8.84,-0.005600000000000002,1743551353.9984627,nan,nan,nan,nan,1743551318.7067735,nan
1743551353.0614073,39.988,23672.805,-0.002,1.52,0.001,0.004,1743551353.0458777,50.003,25665.215,999.868,-40.972,-341.619,5.0,1743551353.0759344,nan,-3.2,1743551352.985211,18,1743551353.2028875,-8.84,-0.005600000000000002,1743551353.9984627,nan,nan,nan,nan,1743551318.7067735,nan
1743551355.0686731,40.015,23704.006,0.02,1.501,0.0,0.005,1743551355.0686731,49.998,25661.669,881.488,-36.649,-345.761,5.0,1743551355.0841904,nan,-3.1,1743551355.0081303,20,1743551355.2048018,-48.36000000000001,-0.004533333333333334,1743551356.0356655,nan,nan,nan,nan,1743551318.7067735,nan
1743551356.1020303,40.015,23704.006,0.02,1.501,0.0,0.005,1743551356.0890028,49.998,25660.934,986.831,-29.876,-349.59,5.0,1743551356.1020303,nan,-3.0,1743551356.0200438,72,1743551356.2474027,-6.2666666666666675,-0.005066666666666668,1743551357.0360694,nan,nan,nan,nan,1743551318.7067735,nan
1743551357.0877445,40.019,23714.83,0.02,1.52,0.001,0.005,1743551357.0877445,50.0,25661.494,1402.878,-34.287,-352.202,5.0,1743551357.117873,nan,-2.9,1743551357.0270562,96,1743551357.2393181,36.080000000000005,-0.005200000000000001,1743551358.0395813,nan,nan,nan,nan,1743551318.7067735,nan
1743551358.0994258,40.011,23728.271,0.02,1.52,0.001,0.007,1743551358.1004434,50.006,25665.674,2335.722,-39.186,-361.577,5.0,1743551358.1240342,nan,-2.8,1743551358.0390773,108,1743551358.2508001,5.1733333333333364,-0.004266666666666669,1743551359.0658824,nan,nan,nan,nan,1743551318.7067735,nan
1743551359.1125855,40.012,23732.463,0.007,1.517,0.001,0.007,1743551359.1125855,50.009,25674.323,5974.197,-52.397,-368.795,5.0,1743551359.1431408,nan,-2.7,1743551359.0658824,121,1743551359.2770078,30.279999999999998,-0.005733333333333335,1743551360.095662,nan,nan,nan,nan,1743551318.7067735,nan
1743551359.1125855,40.012,23732.463,0.007,1.517,0.001,0.007,1743551359.1125855,50.009,25674.323,5974.197,-52.397,-368.795,5.0,1743551359.1431408,nan,-2.7,1743551359.0658824,121,1743551359.2770078,30.279999999999998,-0.005733333333333335,1743551360.095662,nan,nan,nan,nan,1743551318.7067735,nan
1743551361.213212,40.007,23735.143,0.007,1.517,0.001,0.01,1743551361.159469,50.01,25686.016,11061.513,-42.636,-377.086,5.0,1743551361.1926296,nan,-2.6,1743551361.1087184,160,1743551361.3256207,2.7066666666666666,-0.006133333333333335,1743551362.1240995,nan,nan,nan,nan,1743551318.7067735,nan
1743551361.213212,40.007,23735.143,0.007,1.517,0.001,0.01,1743551361.159469,50.01,25686.016,11061.513,-42.636,-377.086,5.0,1743551361.1926296,nan,-2.6,1743551361.1087184,160,1743551361.3256207,2.7066666666666666,-0.006133333333333335,1743551362.1240995,nan,nan,nan,nan,1743551318.7067735,nan
1743551362.1813087,40.01,23737.599,0.011,1.523,0.001,0.01,1743551362.1813087,50.011,25691.306,13661.532,-44.203,-379.345,5.0,1743551362.1979105,nan,-2.5,1743551362.1230788,173,1743551362.339078,-0.7733333333333329,-0.006133333333333335,1743551363.1373484,nan,nan,nan,nan,1743551318.7067735,nan
1743551363.197526,40.03,23748.703,0.011,1.51,0.001,0.004,1743551363.1895134,50.0,25688.891,18425.087,-41.407,-384.02,5.0,1743551363.21204,nan,-2.6,1743551363.123335,178,1743551363.3561738,nan,-0.004000000000000002,1743551364.157241,nan,nan,nan,nan,1743551318.7067735,nan
1743551365.2358663,40.023,23751.969,-0.019,1.51,0.0,0.005,1743551365.2358663,49.995,25685.277,22332.169,-40.248,-387.93,5.0,1743551365.2514346,nan,-2.6,1743551365.1755924,185,1743551365.3967574,-5.7733333333333325,-0.0030666666666666676,1743551366.1796064,nan,nan,nan,nan,1743551318.7067735,nan
1743551365.2358663,40.023,23751.969,-0.019,1.51,0.0,0.005,1743551365.2358663,49.995,25685.277,22332.169,-40.248,-387.93,5.0,1743551365.2514346,nan,-2.6,1743551365.1755924,185,1743551365.3967574,-5.7733333333333325,-0.0030666666666666676,1743551366.1796064,nan,nan,nan,nan,1743551318.7067735,nan
1743551367.270032,39.998,23746.822,-0.005,1.538,0.0,0.006,1743551367.2765539,49.998,25684.379,26700.209,-39.936,-392.71,5.0,1743551367.2916024,nan,-2.7,1743551367.2163959,188,1743551367.4277637,9.48,-0.005333333333333334,1743551368.2218087,nan,nan,nan,nan,1743551318.7067735,nan
1743551368.2770934,39.995,23750.674,0.01,1.523,0.001,0.006,1743551368.2770934,49.998,25683.56,27821.802,-39.714,-393.366,5.0,1743551368.303661,nan,-2.8,1743551368.2061884,188,1743551368.437407,-34.946666666666665,-0.0052,1743551369.2106369,nan,nan,nan,nan,1743551318.7067735,nan
1743551369.2710006,39.992,23748.645,0.01,1.523,0.001,0.006,1743551369.2710006,49.999,25682.516,28792.452,-39.785,-393.807,5.0,1743551369.3041272,nan,-2.9,1743551369.2106369,188,1743551369.4226098,-57.53333333333333,-0.006933333333333336,1743551370.2155213,nan,nan,nan,nan,1743551318.7067735,nan
1743551370.4275508,39.998,23748.651,0.01,1.526,0.001,0.006,1743551370.2762136,49.998,25680.817,29637.123,-39.898,-395.085,5.0,1743551370.291766,nan,-2.9,1743551370.2155213,188,1743551370.4381344,70.84,-0.006800000000000002,1743551371.2394128,nan,nan,nan,nan,1743551318.7067735,nan
1743551371.2969887,39.988,23739.373,-0.0,1.526,0.0,0.006,1743551371.2969887,49.999,25680.442,30394.216,-40.355,-396.27,5.0,1743551371.3120227,nan,-3.0,1743551371.236371,188,1743551371.448304,20.56,-0.0048,1743551372.2519798,nan,nan,nan,nan,1743551318.7067735,nan
1743551371.2969887,39.988,23739.373,-0.0,1.526,0.0,0.006,1743551371.2969887,49.999,25680.442,30394.216,-40.355,-396.27,5.0,1743551371.3120227,nan,-3.0,1743551371.236371,188,1743551371.448304,20.56,-0.0048,1743551372.2519798,nan,nan,nan,nan,1743551318.7067735,nan
1743551372.3423533,40.008,23751.385,-0.0,1.498,0.0,0.005,1743551372.3122058,49.999,25680.386,31016.976,-40.181,-396.441,5.0,1743551372.3283393,nan,-3.1,1743551372.2519798,191,1743551372.4629867,46.653333333333336,-0.005066666666666667,1743551373.2785234,nan,nan,nan,nan,1743551318.7067735,nan
1743551374.3571653,39.984,23735.377,0.014,1.498,0.0,0.007,1743551374.341647,49.997,25678.488,32100.257,-40.268,-397.869,5.0,1743551374.3571653,nan,-3.2,1743551374.2811341,204,1743551374.492726,-17.05333333333333,-0.006000000000000002,1743551375.2966619,nan,nan,nan,nan,1743551318.7067735,nan
1743551375.4015217,39.984,23735.377,0.014,1.498,0.0,0.007,1743551375.3569212,50.001,25679.986,32539.142,-40.038,-398.596,5.0,1743551375.3870025,nan,-3.2,1743551375.2966619,204,1743551375.5166588,-1.2933333333333337,-0.004666666666666667,1743551376.2955186,nan,nan,nan,nan,1743551318.7067735,nan
1743551375.4015217,39.984,23735.377,0.014,1.498,0.0,0.007,1743551375.3569212,50.001,25679.986,32539.142,-40.038,-398.596,5.0,1743551375.3870025,nan,-3.2,1743551375.2966619,204,1743551375.5166588,-1.2933333333333337,-0.004666666666666667,1743551376.2955186,nan,nan,nan,nan,1743551318.7067735,nan
1743551377.3826132,40.023,23748.709,-0.007,1.45,-0.0,0.003,1743551377.4429028,50.0,25676.232,33572.496,-40.301,-399.686,5.0,1743551377.399279,nan,-3.1,1743551377.3242345,216,1743551377.5498648,2.5733333333333333,-0.006000000000000002,1743551378.3195233,nan,nan,nan,nan,1743551318.7067735,nan
1743551378.4107993,40.023,23748.709,-0.041,1.45,-0.0,0.003,1743551378.4107993,50.003,25677.451,33842.441,-40.424,-400.384,5.0,1743551378.3972776,nan,-3.1,1743551379.3477268,nan,1743551378.530934,3.12,-0.0048000000000000004,1743551379.3477268,nan,nan,nan,nan,1743551318.7067735,nan
1743551378.4107993,40.023,23748.709,-0.041,1.45,-0.0,0.003,1743551378.4107993,50.003,25677.451,33842.441,-40.424,-400.384,5.0,1743551378.3972776,nan,-3.1,1743551379.3477268,nan,1743551378.530934,3.12,-0.0048000000000000004,1743551379.3477268,nan,nan,nan,nan,1743551318.7067735,nan
1743551380.3950713,40.013,23754.306,-0.004,1.432,0.0,0.004,1743551380.440438,50.004,25680.042,34482.096,-40.542,-401.133,5.0,1743551380.425255,nan,-2.9,1743551381.374053,nan,1743551380.5570915,3.693333333333333,-0.004000000000000002,1743551381.374053,nan,nan,nan,nan,1743551318.7067735,nan
1743551380.3950713,40.013,23754.306,-0.004,1.432,0.0,0.004,1743551380.440438,50.004,25680.042,34482.096,-40.542,-401.133,5.0,1743551380.425255,nan,-2.9,1743551381.374053,nan,1743551380.5570915,3.693333333333333,-0.004000000000000002,1743551381.374053,nan,nan,nan,nan,1743551318.7067735,nan
1743551382.4433892,39.987,23756.863,-0.04,1.574,0.001,0.004,1743551382.485121,49.999,25679.145,34768.072,-40.774,-400.808,5.0,1743551382.454411,nan,-2.7,1743551381.374053,nan,1743551382.599272,2.786666666666666,-0.004133333333333334,1743551383.3778365,nan,nan,nan,nan,1743551318.7067735,nan
1743551382.4433892,39.987,23756.863,-0.04,1.574,0.001,0.004,1743551382.485121,49.999,25679.145,34768.072,-40.774,-400.808,5.0,1743551382.454411,nan,-2.7,1743551381.374053,nan,1743551382.599272,2.786666666666666,-0.004133333333333334,1743551383.3778365,nan,nan,nan,nan,1743551318.7067735,nan
1743551383.481644,39.948,23720.875,-0.04,1.574,0.001,0.006,1743551383.4891973,50.0,25680.952,34872.704,-40.868,-401.187,5.0,1743551383.4696758,nan,-2.6,1743551382.3719254,nan,1743551383.5898378,nan,-0.005333333333333333,1743551384.3829064,nan,nan,nan,nan,1743551318.7067735,nan
1743551385.7242277,39.973,23712.945,0.009,1.521,0.001,0.006,1743551385.5401616,49.996,25678.064,35124.376,-40.783,-401.835,5.0,1743551385.5008013,nan,-2.4,1743551384.3829064,nan,1743551385.6321378,2.160000000000001,-0.003200000000000001,1743551386.4244654,nan,nan,nan,nan,1743551318.7067735,nan
1743551386.4876938,39.985,23715.611,0.009,1.513,0.001,0.006,1743551386.522146,49.996,25678.064,35124.376,-40.783,-401.835,5.0,1743551386.5115254,nan,-2.4,1743551385.4153748,nan,1743551386.636731,nan,-0.006000000000000002,1743551387.4298897,nan,nan,nan,nan,1743551318.7067735,nan
1743551386.4876938,39.985,23715.611,0.009,1.513,0.001,0.006,1743551386.522146,49.996,25678.064,35124.376,-40.783,-401.835,5.0,1743551386.5115254,nan,-2.4,1743551385.4153748,nan,1743551386.636731,nan,-0.006000000000000002,1743551387.4298897,nan,nan,nan,nan,1743551318.7067735,nan
1743551388.776338,39.997,23693.133,-0.025,1.522,0.0,0.008,1743551388.530884,50.001,25679.138,35321.864,-40.815,-402.346,5.0,1743551388.5278928,nan,-2.4,1743551387.4298897,nan,1743551388.6493158,2.6800000000000006,-0.005733333333333335,1743551389.4439332,nan,nan,nan,nan,1743551318.7067735,nan
1743551389.6807764,39.997,23693.133,0.021,1.522,0.0,0.008,1743551389.5806975,50.002,25680.123,35349.883,-40.337,-401.872,5.0,1743551389.5336137,nan,-2.5,1743551388.4371595,nan,1743551389.664632,2.266666666666666,-0.005733333333333335,1743551390.4585977,nan,nan,nan,nan,1743551318.7067735,nan
1743551390.6860704,40.009,23706.775,0.021,1.522,0.0,0.005,1743551390.585273,50.003,25681.575,35422.604,-40.625,-402.022,5.0,1743551390.5419166,nan,-2.5,1743551389.4439332,nan,1743551390.675116,3.040000000000001,-0.004000000000000002,1743551391.4654949,nan,nan,nan,nan,1743551318.7067735,nan
1743551391.5701501,40.01,23710.146,0.021,1.463,0.001,0.005,1743551391.5585988,50.005,25683.217,35473.334,-40.321,-402.177,5.0,1743551391.5520587,nan,-2.6,1743551390.4585977,nan,1743551391.679094,2.146666666666667,-0.006000000000000002,1743551392.4725163,nan,nan,nan,nan,1743551318.7067735,nan
1743551392.6154158,40.007,23713.139,0.007,1.463,0.001,0.005,1743551392.5685298,50.002,25682.846,35525.91,-40.95,-402.111,5.0,1743551392.5605514,nan,-2.7,1743551391.4589512,nan,1743551392.6854448,2.24,-0.005066666666666668,1743551393.4710615,nan,nan,nan,nan,1743551318.7067735,nan
1743551393.5829644,40.008,23718.629,0.007,1.609,0.001,0.005,1743551393.5764565,50.0,25681.739,35582.549,-40.626,-403.102,5.0,1743551393.5486505,nan,-2.7,1743551392.4725163,nan,1743551393.6883514,2.68,-0.005333333333333333,1743551394.4700127,nan,nan,nan,nan,1743551318.7067735,nan
1743551393.5829644,40.008,23718.629,0.007,1.609,0.001,0.005,1743551393.5764565,50.0,25681.739,35582.549,-40.626,-403.102,5.0,1743551393.5486505,nan,-2.7,1743551392.4725163,nan,1743551393.6883514,2.68,-0.005333333333333333,1743551394.4700127,nan,nan,nan,nan,1743551318.7067735,nan
1743551395.605592,40.004,23728.619,0.032,1.609,0.0,0.007,1743551395.572431,50.001,25681.506,35672.344,-40.807,-402.542,5.0,1743551395.5523827,nan,-2.9,1743551394.4599555,nan,1743551395.6854515,3.6533333333333333,-0.006000000000000002,1743551396.4722562,nan,nan,nan,nan,1743551318.7067735,nan
1743551396.6713524,39.97,23704.32,-0.016,1.521,0.0,0.007,1743551396.6390345,50.0,25680.754,35700.338,-40.689,-402.676,5.0,1743551396.5519543,nan,-3.0,1743551396.4722562,nan,1743551396.6849473,2.4799999999999995,-0.004000000000000002,1743551397.537917,nan,nan,nan,nan,1743551318.7067735,nan
1743551396.6713524,39.97,23704.32,-0.016,1.521,0.0,0.007,1743551396.6390345,50.0,25680.754,35700.338,-40.689,-402.676,5.0,1743551396.5519543,nan,-3.0,1743551396.4722562,nan,1743551396.6849473,2.4799999999999995,-0.004000000000000002,1743551397.537917,nan,nan,nan,nan,1743551318.7067735,nan
1743551398.5867252,39.992,23714.598,-0.016,1.547,0.0,0.006,1743551398.5359063,49.998,25677.733,35750.418,-40.628,-402.855,5.0,1743551398.5359063,nan,-3.1,1743551396.4722562,nan,1743551398.6814537,2.5466666666666673,-0.006000000000000002,1743551399.463758,nan,nan,nan,nan,1743551318.7067735,nan
1743551399.567286,40.012,23720.039,-0.02,1.547,0.0,0.007,1743551399.576326,49.996,25674.447,35781.619,-41.132,-403.281,5.0,1743551399.5487115,nan,-3.1,1743551400.4646242,nan,1743551399.6671038,3.0,-0.006000000000000002,1743551400.4777684,nan,nan,nan,nan,1743551318.7067735,nan
1743551400.6768842,40.015,23724.982,-0.02,1.464,0.001,0.007,1743551400.5657213,49.996,25674.447,35781.619,-41.132,-403.281,5.0,1743551400.5597184,nan,-3.1,1743551400.4646242,nan,1743551400.6950793,2.226666666666666,-0.005200000000000001,1743551401.488487,nan,nan,nan,nan,1743551318.7067735,nan
1743551400.6768842,40.015,23724.982,-0.02,1.464,0.001,0.007,1743551400.5657213,49.996,25674.447,35781.619,-41.132,-403.281,5.0,1743551400.5597184,nan,-3.1,1743551400.4646242,nan,1743551400.6950793,2.226666666666666,-0.005200000000000001,1743551401.488487,nan,nan,nan,nan,1743551318.7067735,nan
1743551402.5780675,40.003,23728.008,0.04,1.464,0.001,0.006,1743551402.5841198,49.997,25670.626,35843.369,-40.657,-403.195,5.0,1743551402.5770676,nan,-3.0,1743551401.488487,nan,1743551402.704992,2.9600000000000004,-0.006000000000000002,1743551403.489828,nan,nan,nan,nan,1743551318.7067735,nan
1743551402.5780675,40.003,23728.008,0.04,1.464,0.001,0.006,1743551402.5841198,49.997,25670.626,35843.369,-40.657,-403.195,5.0,1743551402.5770676,nan,-3.0,1743551401.488487,nan,1743551402.704992,2.9600000000000004,-0.006000000000000002,1743551403.489828,nan,nan,nan,nan,1743551318.7067735,nan
1743551403.6001194,39.997,23726.827,0.037,1.484,0.001,0.006,1743551403.5884562,49.998,25670.5,35886.373,-41.124,-403.808,5.0,1743551403.5803277,nan,-2.9,1743551403.489828,nan,1743551403.711157,2.7333333333333334,-0.004266666666666667,1743551404.5257545,nan,nan,nan,nan,1743551318.7067735,nan
1743551404.6101766,40.01,23738.367,0.037,1.484,0.001,0.004,1743551404.5821512,49.998,25669.344,35910.023,-40.789,-403.146,5.0,1743551404.6021662,nan,-2.8,1743551403.489828,nan,1743551404.7390418,nan,-0.007066666666666669,1743551405.5386245,nan,nan,nan,nan,1743551318.7067735,nan
1743551405.738535,40.021,23748.846,-0.02,1.465,0.0,0.004,1743551405.6053183,49.999,25667.926,35908.697,-40.768,-403.077,5.0,1743551405.629136,nan,-2.7,1743551405.5386245,nan,1743551405.7522314,nan,-0.005066666666666667,1743551406.5434532,nan,nan,nan,nan,1743551318.7067735,nan
1743551406.6599565,39.979,23717.5,-0.02,1.465,0.0,0.005,1743551406.6042256,49.998,25666.807,35917.228,-40.624,-403.486,5.0,1743551406.6218688,nan,-2.7,1743551405.5386245,nan,1743551406.7551858,nan,-0.006000000000000002,1743551407.5348144,nan,nan,nan,nan,1743551318.7067735,nan
1743551408.731902,39.991,23706.154,0.013,1.364,0.001,0.006,1743551408.6052237,50.003,25668.54,35878.789,-40.08,-403.545,5.0,1743551408.6143022,nan,-2.6,1743551408.5320818,nan,1743551408.752084,nan,-0.004266666666666669,1743551409.5382414,nan,nan,nan,nan,1743551318.7067735,nan
1743551409.6177335,40.014,23718.74,0.013,1.439,0.0,0.006,1743551409.6177335,50.004,25670.211,35889.728,-40.582,-402.868,5.0,1743551409.6162274,nan,-2.6,1743551409.5257115,nan,1743551409.7618272,nan,-0.006000000000000002,1743551410.5556743,nan,nan,nan,nan,1743551318.7067735,nan
1743551410.7676208,40.034,23738.479,0.028,1.439,0.0,0.002,1743551410.6386235,50.004,25671.86,35881.573,-40.572,-403.24,5.0,1743551410.6376262,nan,-2.6,1743551409.5257115,nan,1743551410.7676208,nan,-0.004933333333333334,1743551411.5396004,nan,nan,nan,nan,1743551318.7067735,nan
1743551410.7676208,40.034,23738.479,0.028,1.439,0.0,0.002,1743551410.6386235,50.004,25671.86,35881.573,-40.572,-403.24,5.0,1743551410.6376262,nan,-2.6,1743551409.5257115,nan,1743551410.7676208,nan,-0.004933333333333334,1743551411.5396004,nan,nan,nan,nan,1743551318.7067735,nan
1743551412.8267548,39.999,23722.192,-0.034,1.473,0.0,0.002,1743551412.6125667,50.003,25674.609,35894.16,-40.797,-403.023,5.0,1743551412.6225514,nan,-2.7,1743551411.5350895,nan,1743551412.7467797,2.7199999999999998,-0.0058666666666666685,1743551413.535701,nan,nan,nan,nan,1743551318.7067735,nan
